"		156",堡林,2020-06-04,72.5,32
"		156",堡林,2020-06-05,78.6,43
"		156",堡林,2020-06-06,83.9,55
"		156",堡林,2020-06-07,71.3,44
"		156",堡林,2020-06-08,58.6,32
"		156",堡林,2020-06-09,55.6,37
"		156",堡林,2020-06-10,77.4,44
"		156",堡林,2020-06-11,90,63
"		156",堡林,2020-06-12,86.6,58
"		156",堡林,2020-06-13,96,80
"		156",堡林,2020-06-14,92.1,56
"		156",堡林,2020-06-15,68.5,38
"		156",堡林,2020-06-16,65.5,35
"		156",堡林,2020-06-17,78.9,51
"		156",堡林,2020-06-18,98.6,96
"		156",堡林,2020-06-19,81.8,47
"		156",堡林,2020-06-20,82.5,55
"		156",堡林,2020-06-21,77.3,53
"		156",堡林,2020-06-22,77.1,50
"		156",堡林,2020-06-23,65.1,33
"		156",堡林,2020-06-24,88.9,52
"		156",堡林,2020-06-25,94.5,85
"		156",堡林,2020-06-26,80.4,53
"		156",堡林,2020-06-27,80.3,48
"		156",堡林,2020-06-28,75.8,53
"		156",堡林,2020-06-29,96.8,75
"		156",堡林,2020-06-30,96.9,90
"		156",堡林,2020-07-01,75.6,51
"		156",堡林,2020-07-02,80.4,60
"		156",堡林,2020-07-03,88.9,73
"		156",堡林,2020-07-04,95,80
"		156",堡林,2020-07-05,88.4,67
"		156",堡林,2020-07-06,95.4,82
"		156",堡林,2020-07-07,82.9,57
"		156",堡林,2020-07-08,81.1,49
"		156",堡林,2020-07-09,82,58
"		156",堡林,2020-07-10,91.3,69
"		156",堡林,2020-07-11,88.1,68
"		156",堡林,2020-07-12,94.4,84
"		156",堡林,2020-07-13,98,88
"		156",堡林,2020-07-14,98.8,97
"		156",堡林,2020-07-15,98.6,95
"		156",堡林,2020-07-16,89.5,59
"		156",堡林,2020-07-17,84,52
"		156",堡林,2020-07-18,79.8,58
"		156",堡林,2020-07-19,88.6,78
"		156",堡林,2020-07-20,94.1,84
"		156",堡林,2020-07-21,87.8,61
"		156",堡林,2020-07-22,99,99
"		156",堡林,2020-07-23,98.4,95
"		156",堡林,2020-07-24,98.9,97
"		156",堡林,2020-07-25,97.4,94
"		156",堡林,2020-07-26,88.8,64
"		156",堡林,2020-07-27,94.1,76
"		156",堡林,2020-07-28,98.1,90
"		156",堡林,2020-07-29,99,99
"		156",堡林,2020-07-30,96.6,82
"		156",堡林,2020-07-31,91.5,73
"		156",堡林,2020-08-01,93.5,75
"		156",堡林,2020-08-02,91.1,73
"		156",堡林,2020-08-03,90.4,77
"		156",堡林,2020-08-04,84.4,65
"		156",堡林,2020-08-05,89.9,74
"		156",堡林,2020-08-06,99,89
"		156",堡林,2020-08-07,99,99
"		156",堡林,2020-08-08,98.8,98
"		156",堡林,2020-08-09,88,65
"		156",堡林,2020-08-10,98.4,94
"		156",堡林,2020-08-11,98.4,94
"		156",堡林,2020-08-12,96.4,81
"		156",堡林,2020-08-13,91.3,75
"		156",堡林,2020-08-14,88.4,68
"		156",堡林,2020-08-15,84.4,55
"		156",堡林,2020-08-16,87.1,65
"		156",堡林,2020-08-17,84.5,53
"		156",堡林,2020-08-18,82.1,52
"		156",堡林,2020-08-19,79.8,50
"		156",堡林,2020-08-20,82,51
"		156",堡林,2020-08-21,85,55
"		156",堡林,2020-08-22,85.9,68
"		156",堡林,2020-08-23,86.4,56
"		156",堡林,2020-08-24,81.1,55
"		156",堡林,2020-08-25,76.3,57
"		156",堡林,2020-08-26,86,66
"		156",堡林,2020-08-27,88.3,73
"		156",堡林,2020-08-28,86.5,64
"		156",堡林,2020-08-29,95.1,75
"		156",堡林,2020-08-30,85.6,57
"		156",堡林,2020-08-31,95.3,68
"		156",堡林,2020-09-01,88,67
"		156",堡林,2020-09-02,97.8,91
"		156",堡林,2020-09-03,87.5,68
"		156",堡林,2020-09-04,78.6,46
"		156",堡林,2020-09-05,92.4,81
"		156",堡林,2020-09-06,97.4,86
"		156",堡林,2020-09-07,97.9,87
"		156",堡林,2020-09-08,89.3,67
"		156",堡林,2020-09-09,92.8,66
"		156",堡林,2020-09-10,89.1,52
"		156",堡林,2020-09-11,98.1,94
"		156",堡林,2020-09-12,93.8,72
"		156",堡林,2020-09-13,97.9,86
"		156",堡林,2020-09-14,84.6,54
"		156",堡林,2020-09-15,82.1,51
"		156",堡林,2020-09-16,96.4,85
"		156",堡林,2020-09-17,92,59
"		156",堡林,2020-09-18,86.9,50
"		156",堡林,2020-09-19,83.1,46
"		156",堡林,2020-09-20,76.3,39
"		156",堡林,2020-09-21,68.6,36
"		156",堡林,2020-09-22,70.9,40
"		156",堡林,2020-09-23,75.6,58
"		156",堡林,2020-09-24,70.5,46
"		156",堡林,2020-09-25,74.1,52
"		156",堡林,2020-09-26,74.6,42
"		156",堡林,2020-09-27,71.4,41
"		156",堡林,2020-09-28,69.3,30
"		156",堡林,2020-09-29,74.5,39
"		156",堡林,2020-09-30,82,44
"		156",堡林,2020-10-01,80.8,56
"		156",堡林,2020-10-02,78.4,49
"		156",堡林,2020-10-03,82.6,53
"		156",堡林,2020-10-04,90.8,60
"		156",堡林,2020-10-05,53.8,37
"		156",堡林,2020-10-06,56.6,28
"		156",堡林,2020-10-07,50.6,31
"		156",堡林,2020-10-08,57.8,38
"		156",堡林,2020-10-09,57,38
"		156",堡林,2020-10-10,66.6,38
"		156",堡林,2020-10-11,77.4,48
"		156",堡林,2020-10-12,76.6,38
"		156",堡林,2020-10-13,52.5,32
"		156",堡林,2020-10-14,56.1,38
"		156",堡林,2020-10-15,36.4,12
"		156",堡林,2020-10-16,54,36
"		156",堡林,2020-10-17,71.3,42
"		156",堡林,2020-10-18,64.1,19
"		156",堡林,2020-10-19,61.6,31
"		156",堡林,2020-10-20,59.6,26
"		156",堡林,2020-10-21,85.6,65
"		156",堡林,2020-10-22,76.1,52
"		156",堡林,2020-10-23,50.1,33
"		156",堡林,2020-10-24,52.3,26
"		156",堡林,2020-10-25,71.1,44
"		156",堡林,2020-10-26,71.4,34
"		156",堡林,2020-10-27,70.4,28
"		156",堡林,2020-10-28,66.5,33
"		156",堡林,2020-10-29,44,14
"		156",堡林,2020-10-30,54.5,20
"		156",堡林,2020-10-31,59.1,33
"		156",堡林,2020-11-01,91.6,63
"		156",堡林,2020-11-02,71.8,34
