시도,시군구,법정동,년도,월,전체호수,전력사용량
대전광역시,유성구,봉명동,2019,7,107 ,29498 
대전광역시,유성구,봉명동,2019,8,109 ,62129 
대전광역시,유성구,봉명동,2019,9,111 ,40628 
대전광역시,유성구,봉명동,2019,10,113 ,34416 
대전광역시,유성구,봉명동,2019,11,113 ,38071 
대전광역시,유성구,봉명동,2019,12,114 ,44868 
대전광역시,유성구,봉산동,2019,1,27 ,10897 
대전광역시,유성구,봉산동,2019,2,27 ,10188 
대전광역시,유성구,봉산동,2019,3,27 ,7398 
대전광역시,유성구,봉산동,2019,4,27 ,6919 
대전광역시,유성구,봉산동,2019,5,27 ,6185 
대전광역시,유성구,봉산동,2019,6,27 ,6129 
대전광역시,유성구,봉산동,2019,7,27 ,8130 
대전광역시,유성구,봉산동,2019,8,27 ,11748 
대전광역시,유성구,봉산동,2019,9,27 ,7604 
대전광역시,유성구,봉산동,2019,10,27 ,7143 
대전광역시,유성구,봉산동,2019,11,26 ,8322 
대전광역시,유성구,봉산동,2019,12,26 ,9848 
대전광역시,유성구,상대동,2019,1,57 ,28546 
대전광역시,유성구,상대동,2019,2,57 ,27401 
대전광역시,유성구,상대동,2019,3,57 ,20573 
대전광역시,유성구,상대동,2019,4,58 ,19353 
대전광역시,유성구,상대동,2019,5,59 ,16636 
대전광역시,유성구,상대동,2019,6,59 ,17166 
대전광역시,유성구,상대동,2019,7,59 ,19419 
대전광역시,유성구,상대동,2019,8,60 ,33020 
대전광역시,유성구,상대동,2019,9,60 ,22092 
대전광역시,유성구,상대동,2019,10,61 ,19306 
대전광역시,유성구,상대동,2019,11,61 ,23081 
대전광역시,유성구,상대동,2019,12,61 ,27378 
대전광역시,유성구,성북동,2019,1,18 ,6781 
대전광역시,유성구,성북동,2019,2,18 ,7227 
대전광역시,유성구,성북동,2019,3,18 ,5564 
대전광역시,유성구,성북동,2019,4,18 ,5615 
대전광역시,유성구,성북동,2019,5,19 ,5938 
대전광역시,유성구,성북동,2019,6,19 ,5174 
대전광역시,유성구,성북동,2019,7,19 ,5338 
대전광역시,유성구,성북동,2019,8,20 ,8216 
대전광역시,유성구,성북동,2019,9,20 ,6523 
대전광역시,유성구,성북동,2019,10,21 ,6814 
대전광역시,유성구,성북동,2019,11,21 ,7538 
대전광역시,유성구,성북동,2019,12,21 ,9434 
대전광역시,유성구,세동,2019,1,16 ,6510 
대전광역시,유성구,세동,2019,2,16 ,6829 
대전광역시,유성구,세동,2019,3,17 ,5515 
대전광역시,유성구,세동,2019,4,17 ,5273 
대전광역시,유성구,세동,2019,5,17 ,4439 
대전광역시,유성구,세동,2019,6,17 ,3863 
대전광역시,유성구,세동,2019,7,17 ,3981 
대전광역시,유성구,세동,2019,8,17 ,6245 
대전광역시,유성구,세동,2019,9,17 ,4966 
대전광역시,유성구,세동,2019,10,17 ,4615 
대전광역시,유성구,세동,2019,11,17 ,6028 
대전광역시,유성구,세동,2019,12,18 ,6935 
대전광역시,유성구,송강동,2019,1,10 ,3866 
대전광역시,유성구,송강동,2019,2,10 ,3493 
대전광역시,유성구,송강동,2019,3,10 ,2855 
대전광역시,유성구,송강동,2019,4,10 ,2849 
대전광역시,유성구,송강동,2019,5,11 ,2285 
대전광역시,유성구,송강동,2019,6,11 ,2262 
대전광역시,유성구,송강동,2019,7,11 ,3001 
대전광역시,유성구,송강동,2019,8,12 ,5278 
대전광역시,유성구,송강동,2019,9,12 ,3316 
대전광역시,유성구,송강동,2019,10,12 ,2949 
대전광역시,유성구,송강동,2019,11,13 ,3596 
대전광역시,유성구,송강동,2019,12,13 ,3900 
대전광역시,유성구,송정동,2019,1,24 ,8459 
대전광역시,유성구,송정동,2019,2,24 ,8597 
대전광역시,유성구,송정동,2019,3,24 ,6070 
대전광역시,유성구,송정동,2019,4,24 ,6174 
대전광역시,유성구,송정동,2019,5,23 ,5461 
대전광역시,유성구,송정동,2019,6,23 ,5294 
대전광역시,유성구,송정동,2019,7,23 ,5401 
대전광역시,유성구,송정동,2019,8,24 ,8630 
대전광역시,유성구,송정동,2019,9,24 ,6931 
대전광역시,유성구,송정동,2019,10,24 ,5982 
대전광역시,유성구,송정동,2019,11,24 ,7379 
대전광역시,유성구,송정동,2019,12,24 ,7211 
대전광역시,유성구,신성동,2019,1,18 ,5457 
대전광역시,유성구,신성동,2019,2,19 ,5605 
대전광역시,유성구,신성동,2019,3,20 ,4671 
대전광역시,유성구,신성동,2019,4,19 ,4644 
대전광역시,유성구,신성동,2019,5,18 ,3889 
대전광역시,유성구,신성동,2019,6,18 ,4310 
대전광역시,유성구,신성동,2019,7,18 ,5321 
대전광역시,유성구,신성동,2019,8,20 ,10002 
대전광역시,유성구,신성동,2019,9,20 ,6133 
대전광역시,유성구,신성동,2019,10,21 ,5178 
대전광역시,유성구,신성동,2019,11,21 ,6329 
대전광역시,유성구,신성동,2019,12,21 ,6883 
대전광역시,유성구,안산동,2019,1,12 ,4965 
대전광역시,유성구,안산동,2019,2,12 ,4880 
대전광역시,유성구,안산동,2019,3,12 ,3990 
대전광역시,유성구,안산동,2019,4,12 ,4231 
대전광역시,유성구,안산동,2019,5,12 ,3612 
대전광역시,유성구,안산동,2019,6,12 ,3212 
대전광역시,유성구,안산동,2019,7,12 ,3313 
대전광역시,유성구,안산동,2019,8,12 ,5480 
대전광역시,유성구,안산동,2019,9,12 ,4128 
대전광역시,유성구,안산동,2019,10,12 ,3964 
대전광역시,유성구,안산동,2019,11,12 ,4449 
대전광역시,유성구,안산동,2019,12,12 ,4790 
대전광역시,유성구,어은동,2019,1,10 ,4009 
대전광역시,유성구,어은동,2019,2,10 ,3543 
대전광역시,유성구,어은동,2019,3,10 ,2924 
대전광역시,유성구,어은동,2019,4,10 ,2724 
대전광역시,유성구,어은동,2019,5,10 ,2250 
대전광역시,유성구,어은동,2019,6,10 ,2158 
대전광역시,유성구,어은동,2019,7,10 ,2433 
대전광역시,유성구,어은동,2019,8,10 ,3853 
대전광역시,유성구,어은동,2019,9,10 ,2739 
대전광역시,유성구,어은동,2019,10,11 ,2295 
대전광역시,유성구,어은동,2019,11,11 ,2334 
대전광역시,유성구,어은동,2019,12,11 ,2977 
대전광역시,유성구,외삼동,2019,1,5 ,7470 
대전광역시,유성구,외삼동,2019,2,5 ,8065 
대전광역시,유성구,외삼동,2019,3,5 ,5569 
대전광역시,유성구,외삼동,2019,4,5 ,4723 
대전광역시,유성구,외삼동,2019,5,5 ,2475 
대전광역시,유성구,외삼동,2019,6,5 ,1831 
대전광역시,유성구,외삼동,2019,7,5 ,2023 
대전광역시,유성구,외삼동,2019,8,5 ,2895 
대전광역시,유성구,외삼동,2019,9,5 ,2817 
대전광역시,유성구,외삼동,2019,10,5 ,2217 
대전광역시,유성구,외삼동,2019,11,5 ,3736 
대전광역시,유성구,외삼동,2019,12,5 ,6609 
대전광역시,유성구,용계동,2019,1,14 ,5322 
대전광역시,유성구,용계동,2019,2,15 ,4875 
대전광역시,유성구,용계동,2019,3,15 ,4125 
대전광역시,유성구,용계동,2019,4,15 ,4282 
대전광역시,유성구,용계동,2019,5,15 ,3507 
대전광역시,유성구,용계동,2019,6,15 ,3053 
대전광역시,유성구,용계동,2019,7,15 ,3151 
대전광역시,유성구,용계동,2019,8,15 ,5390 
대전광역시,유성구,용계동,2019,9,15 ,4381 
대전광역시,유성구,용계동,2019,10,15 ,4121 
대전광역시,유성구,용계동,2019,11,15 ,4877 
대전광역시,유성구,용계동,2019,12,15 ,4945 
대전광역시,유성구,용산동,2019,1,6 ,3296 
대전광역시,유성구,용산동,2019,2,6 ,2878 
대전광역시,유성구,용산동,2019,3,6 ,2095 
대전광역시,유성구,용산동,2019,4,6 ,2083 
대전광역시,유성구,용산동,2019,5,6 ,1820 
대전광역시,유성구,용산동,2019,6,6 ,1925 
대전광역시,유성구,용산동,2019,7,6 ,2677 
대전광역시,유성구,용산동,2019,8,6 ,4060 
대전광역시,유성구,용산동,2019,9,6 ,2848 
대전광역시,유성구,용산동,2019,10,6 ,2472 
대전광역시,유성구,용산동,2019,11,6 ,2980 
대전광역시,유성구,용산동,2019,12,6 ,3368 
대전광역시,유성구,원내동,2019,1,46 ,19753 
대전광역시,유성구,원내동,2019,2,46 ,18389 
대전광역시,유성구,원내동,2019,3,47 ,15558 
대전광역시,유성구,원내동,2019,4,47 ,15099 
대전광역시,유성구,원내동,2019,5,47 ,12946 
대전광역시,유성구,원내동,2019,6,47 ,13004 
대전광역시,유성구,원내동,2019,7,48 ,15040 
대전광역시,유성구,원내동,2019,8,48 ,25080 
대전광역시,유성구,원내동,2019,9,48 ,17953 
대전광역시,유성구,원내동,2019,10,48 ,14095 
대전광역시,유성구,원내동,2019,11,48 ,15117 
대전광역시,유성구,원내동,2019,12,49 ,18772 
대전광역시,유성구,원신흥동,2019,1,224 ,70613 
대전광역시,유성구,원신흥동,2019,2,229 ,69159 
대전광역시,유성구,원신흥동,2019,3,230 ,55996 
대전광역시,유성구,원신흥동,2019,4,232 ,54591 
대전광역시,유성구,원신흥동,2019,5,234 ,47546 
대전광역시,유성구,원신흥동,2019,6,234 ,47340 
대전광역시,유성구,원신흥동,2019,7,234 ,58339 
대전광역시,유성구,원신흥동,2019,8,234 ,103009 
대전광역시,유성구,원신흥동,2019,9,236 ,64927 
대전광역시,유성구,원신흥동,2019,10,237 ,54230 
대전광역시,유성구,원신흥동,2019,11,240 ,65059 
대전광역시,유성구,원신흥동,2019,12,241 ,76727 
대전광역시,유성구,원촌동,2019,1,0 ,0 
대전광역시,유성구,원촌동,2019,2,0 ,0 
대전광역시,유성구,원촌동,2019,3,0 ,0 
대전광역시,유성구,원촌동,2019,4,0 ,0 
대전광역시,유성구,원촌동,2019,5,0 ,0 
대전광역시,유성구,원촌동,2019,6,0 ,0 
대전광역시,유성구,원촌동,2019,7,0 ,0 
대전광역시,유성구,원촌동,2019,8,0 ,0 
대전광역시,유성구,원촌동,2019,9,0 ,0 
대전광역시,유성구,원촌동,2019,10,0 ,0 
대전광역시,유성구,원촌동,2019,11,0 ,0 
대전광역시,유성구,원촌동,2019,12,5 ,5965 
대전광역시,유성구,자운동,2019,1,0 ,0 
대전광역시,유성구,자운동,2019,2,0 ,0 
대전광역시,유성구,자운동,2019,3,0 ,0 
대전광역시,유성구,자운동,2019,4,0 ,0 
대전광역시,유성구,자운동,2019,5,0 ,0 
대전광역시,유성구,자운동,2019,6,0 ,0 
대전광역시,유성구,자운동,2019,7,0 ,0 
대전광역시,유성구,자운동,2019,8,0 ,0 
대전광역시,유성구,자운동,2019,9,0 ,0 
대전광역시,유성구,자운동,2019,10,0 ,0 
대전광역시,유성구,자운동,2019,11,0 ,0 
대전광역시,유성구,자운동,2019,12,0 ,0 
대전광역시,유성구,장대동,2019,1,53 ,29235 
대전광역시,유성구,장대동,2019,2,53 ,28233 
대전광역시,유성구,장대동,2019,3,53 ,23285 
대전광역시,유성구,장대동,2019,4,54 ,22854 
대전광역시,유성구,장대동,2019,5,53 ,17524 
대전광역시,유성구,장대동,2019,6,53 ,16681 
대전광역시,유성구,장대동,2019,7,54 ,17652 
대전광역시,유성구,장대동,2019,8,56 ,41498 
대전광역시,유성구,장대동,2019,9,56 ,34574 
대전광역시,유성구,장대동,2019,10,56 ,27549 
대전광역시,유성구,장대동,2019,11,56 ,31234 
대전광역시,유성구,장대동,2019,12,56 ,36534 
대전광역시,유성구,전민동,2019,1,24 ,9482 
대전광역시,유성구,전민동,2019,2,24 ,7966 
대전광역시,유성구,전민동,2019,3,24 ,6320 
대전광역시,유성구,전민동,2019,4,25 ,6241 
대전광역시,유성구,전민동,2019,5,26 ,5371 
대전광역시,유성구,전민동,2019,6,26 ,5018 
대전광역시,유성구,전민동,2019,7,25 ,5953 
대전광역시,유성구,전민동,2019,8,25 ,9249 
대전광역시,유성구,전민동,2019,9,25 ,6160 
대전광역시,유성구,전민동,2019,10,25 ,5187 
대전광역시,유성구,전민동,2019,11,25 ,6590 
대전광역시,유성구,전민동,2019,12,25 ,7949 
대전광역시,유성구,죽동,2019,1,95 ,36719 
대전광역시,유성구,죽동,2019,2,96 ,33854 
대전광역시,유성구,죽동,2019,3,98 ,28189 
대전광역시,유성구,죽동,2019,4,98 ,28185 
대전광역시,유성구,죽동,2019,5,99 ,24989 
대전광역시,유성구,죽동,2019,6,100 ,25172 
대전광역시,유성구,죽동,2019,7,101 ,29523 
대전광역시,유성구,죽동,2019,8,102 ,50125 
대전광역시,유성구,죽동,2019,9,102 ,36092 
대전광역시,유성구,죽동,2019,10,102 ,29584 
대전광역시,유성구,죽동,2019,11,103 ,32311 
대전광역시,유성구,죽동,2019,12,103 ,36382 
대전광역시,유성구,지족동,2019,1,93 ,41617 
대전광역시,유성구,지족동,2019,2,93 ,39638 
대전광역시,유성구,지족동,2019,3,93 ,32508 
대전광역시,유성구,지족동,2019,4,93 ,31649 
대전광역시,유성구,지족동,2019,5,93 ,26211 
대전광역시,유성구,지족동,2019,6,93 ,25235 
대전광역시,유성구,지족동,2019,7,95 ,27014 
대전광역시,유성구,지족동,2019,8,96 ,46393 
대전광역시,유성구,지족동,2019,9,96 ,38702 
대전광역시,유성구,지족동,2019,10,97 ,29976 
대전광역시,유성구,지족동,2019,11,97 ,30969 
대전광역시,유성구,지족동,2019,12,98 ,43008 
대전광역시,유성구,탑립동,2019,1,48 ,30911 
대전광역시,유성구,탑립동,2019,2,48 ,28692 
대전광역시,유성구,탑립동,2019,3,48 ,22499 
대전광역시,유성구,탑립동,2019,4,48 ,21496 
대전광역시,유성구,탑립동,2019,5,48 ,18727 
대전광역시,유성구,탑립동,2019,6,48 ,19509 
대전광역시,유성구,탑립동,2019,7,48 ,24533 
대전광역시,유성구,탑립동,2019,8,48 ,35264 
대전광역시,유성구,탑립동,2019,9,48 ,25206 
대전광역시,유성구,탑립동,2019,10,48 ,21767 
대전광역시,유성구,탑립동,2019,11,48 ,24358 
대전광역시,유성구,탑립동,2019,12,48 ,29355 
대전광역시,유성구,하기동,2019,1,64 ,26249 
대전광역시,유성구,하기동,2019,2,63 ,25339 
대전광역시,유성구,하기동,2019,3,63 ,20827 
대전광역시,유성구,하기동,2019,4,63 ,20221 
대전광역시,유성구,하기동,2019,5,63 ,18484 
대전광역시,유성구,하기동,2019,6,64 ,18183 
대전광역시,유성구,하기동,2019,7,65 ,20354 
대전광역시,유성구,하기동,2019,8,65 ,29712 
대전광역시,유성구,하기동,2019,9,65 ,23472 
대전광역시,유성구,하기동,2019,10,65 ,20287 
대전광역시,유성구,하기동,2019,11,65 ,22396 
대전광역시,유성구,하기동,2019,12,65 ,24382 
대전광역시,유성구,학하동,2019,1,0 ,0 
대전광역시,유성구,학하동,2019,2,0 ,0 
대전광역시,유성구,학하동,2019,3,0 ,0 
대전광역시,유성구,학하동,2019,4,0 ,0 
대전광역시,유성구,학하동,2019,5,0 ,0 
대전광역시,유성구,학하동,2019,6,0 ,0 
대전광역시,유성구,학하동,2019,7,0 ,0 
대전광역시,유성구,학하동,2019,8,0 ,0 
대전광역시,유성구,학하동,2019,9,0 ,0 
대전광역시,유성구,학하동,2019,10,0 ,0 
대전광역시,유성구,학하동,2019,11,0 ,0 
대전광역시,유성구,학하동,2019,12,0 ,0 
대전광역시,유성구,화암동,2019,1,19 ,7846 
대전광역시,유성구,화암동,2019,2,19 ,7683 
대전광역시,유성구,화암동,2019,3,20 ,6106 
대전광역시,유성구,화암동,2019,4,20 ,5972 
대전광역시,유성구,화암동,2019,5,20 ,5330 
대전광역시,유성구,화암동,2019,6,20 ,5396 
대전광역시,유성구,화암동,2019,7,20 ,6592 
대전광역시,유성구,화암동,2019,8,20 ,9337 
대전광역시,유성구,화암동,2019,9,20 ,6967 
대전광역시,유성구,화암동,2019,10,20 ,6768 
대전광역시,유성구,화암동,2019,11,20 ,7590 
대전광역시,유성구,화암동,2019,12,20 ,8364 
대전광역시,중구,구완동,2019,1,0 ,0 
대전광역시,중구,구완동,2019,2,0 ,0 
대전광역시,중구,구완동,2019,3,0 ,0 
대전광역시,중구,구완동,2019,4,0 ,0 
대전광역시,중구,구완동,2019,5,0 ,0 
대전광역시,중구,구완동,2019,6,0 ,0 
대전광역시,중구,구완동,2019,7,0 ,0 
대전광역시,중구,구완동,2019,8,0 ,0 
대전광역시,중구,구완동,2019,9,0 ,0 
대전광역시,중구,구완동,2019,10,0 ,0 
대전광역시,중구,구완동,2019,11,0 ,0 
대전광역시,중구,구완동,2019,12,0 ,0 
대전광역시,중구,금동,2019,1,6 ,2553 
대전광역시,중구,금동,2019,2,6 ,2323 
대전광역시,중구,금동,2019,3,6 ,1682 
대전광역시,중구,금동,2019,4,6 ,1697 
대전광역시,중구,금동,2019,5,6 ,1760 
대전광역시,중구,금동,2019,6,6 ,1525 
대전광역시,중구,금동,2019,7,6 ,1486 
대전광역시,중구,금동,2019,8,6 ,2046 
대전광역시,중구,금동,2019,9,6 ,1713 
대전광역시,중구,금동,2019,10,6 ,1627 
대전광역시,중구,금동,2019,11,6 ,1955 
대전광역시,중구,금동,2019,12,6 ,2287 
대전광역시,중구,대사동,2019,1,30 ,19390 
대전광역시,중구,대사동,2019,2,30 ,19123 
대전광역시,중구,대사동,2019,3,30 ,14991 
대전광역시,중구,대사동,2019,4,31 ,14145 
대전광역시,중구,대사동,2019,5,31 ,11496 
대전광역시,중구,대사동,2019,6,31 ,9652 
대전광역시,중구,대사동,2019,7,31 ,9335 
대전광역시,중구,대사동,2019,8,32 ,13878 
대전광역시,중구,대사동,2019,9,33 ,14058 
대전광역시,중구,대사동,2019,10,33 ,11376 
대전광역시,중구,대사동,2019,11,33 ,12360 
대전광역시,중구,대사동,2019,12,33 ,17355 
대전광역시,중구,대흥동,2019,1,31 ,30380 
대전광역시,중구,대흥동,2019,2,31 ,30357 
대전광역시,중구,대흥동,2019,3,31 ,25108 
대전광역시,중구,대흥동,2019,4,31 ,23968 
대전광역시,중구,대흥동,2019,5,31 ,19232 
대전광역시,중구,대흥동,2019,6,31 ,16879 
대전광역시,중구,대흥동,2019,7,32 ,17095 
대전광역시,중구,대흥동,2019,8,32 ,23804 
대전광역시,중구,대흥동,2019,9,32 ,22607 
대전광역시,중구,대흥동,2019,10,33 ,18625 
대전광역시,중구,대흥동,2019,11,33 ,19260 
대전광역시,중구,대흥동,2019,12,33 ,25090 
대전광역시,중구,목달동,2019,1,0 ,0 
대전광역시,중구,목달동,2019,2,0 ,0 
대전광역시,중구,목달동,2019,3,0 ,0 
대전광역시,중구,목달동,2019,4,0 ,0 
대전광역시,중구,목달동,2019,5,0 ,0 
대전광역시,중구,목달동,2019,6,0 ,0 
대전광역시,중구,목달동,2019,7,0 ,0 
대전광역시,중구,목달동,2019,8,0 ,0 
대전광역시,중구,목달동,2019,9,0 ,0 
대전광역시,중구,목달동,2019,10,0 ,0 
대전광역시,중구,목달동,2019,11,5 ,1574 
대전광역시,중구,목달동,2019,12,5 ,1499 
대전광역시,중구,목동,2019,1,12 ,9633 
대전광역시,중구,목동,2019,2,12 ,9324 
대전광역시,중구,목동,2019,3,12 ,6145 
대전광역시,중구,목동,2019,4,12 ,5918 
대전광역시,중구,목동,2019,5,12 ,5435 
대전광역시,중구,목동,2019,6,12 ,5022 
대전광역시,중구,목동,2019,7,12 ,5407 
대전광역시,중구,목동,2019,8,12 ,7897 
대전광역시,중구,목동,2019,9,12 ,6301 
대전광역시,중구,목동,2019,10,12 ,5463 
대전광역시,중구,목동,2019,11,12 ,7216 
대전광역시,중구,목동,2019,12,12 ,8512 
대전광역시,중구,무수동,2019,1,0 ,0 
대전광역시,중구,무수동,2019,2,0 ,0 
대전광역시,중구,무수동,2019,3,0 ,0 
대전광역시,중구,무수동,2019,4,0 ,0 
대전광역시,중구,무수동,2019,5,0 ,0 
대전광역시,중구,무수동,2019,6,0 ,0 
대전광역시,중구,무수동,2019,7,0 ,0 
대전광역시,중구,무수동,2019,8,0 ,0 
대전광역시,중구,무수동,2019,9,0 ,0 
대전광역시,중구,무수동,2019,10,0 ,0 
대전광역시,중구,무수동,2019,11,0 ,0 
대전광역시,중구,무수동,2019,12,0 ,0 
대전광역시,중구,문창동,2019,1,41 ,31164 
대전광역시,중구,문창동,2019,2,41 ,29912 
대전광역시,중구,문창동,2019,3,42 ,22953 
대전광역시,중구,문창동,2019,4,42 ,21944 
대전광역시,중구,문창동,2019,5,42 ,20946 
대전광역시,중구,문창동,2019,6,42 ,18696 
대전광역시,중구,문창동,2019,7,42 ,19332 
대전광역시,중구,문창동,2019,8,43 ,26911 
대전광역시,중구,문창동,2019,9,43 ,29947 
대전광역시,중구,문창동,2019,10,44 ,24771 
대전광역시,중구,문창동,2019,11,44 ,21227 
대전광역시,중구,문창동,2019,12,45 ,25889 
대전광역시,중구,문화동,2019,1,55 ,35435 
대전광역시,중구,문화동,2019,2,55 ,30598 
대전광역시,중구,문화동,2019,3,55 ,21474 
대전광역시,중구,문화동,2019,4,55 ,20282 
대전광역시,중구,문화동,2019,5,58 ,17083 
대전광역시,중구,문화동,2019,6,58 ,18694 
대전광역시,중구,문화동,2019,7,59 ,19624 
대전광역시,중구,문화동,2019,8,60 ,30880 
대전광역시,중구,문화동,2019,9,60 ,22314 
대전광역시,중구,문화동,2019,10,60 ,20127 
대전광역시,중구,문화동,2019,11,64 ,26237 
대전광역시,중구,문화동,2019,12,65 ,32567 
대전광역시,중구,부사동,2019,1,57 ,44715 
대전광역시,중구,부사동,2019,2,57 ,44986 
대전광역시,중구,부사동,2019,3,57 ,37100 
대전광역시,중구,부사동,2019,4,58 ,35530 
대전광역시,중구,부사동,2019,5,58 ,31199 
대전광역시,중구,부사동,2019,6,62 ,28832 
대전광역시,중구,부사동,2019,7,62 ,30218 
대전광역시,중구,부사동,2019,8,62 ,35744 
대전광역시,중구,부사동,2019,9,62 ,39454 
대전광역시,중구,부사동,2019,10,63 ,31814 
대전광역시,중구,부사동,2019,11,63 ,31339 
대전광역시,중구,부사동,2019,12,63 ,37923 
대전광역시,중구,사정동,2019,1,16 ,30775 
대전광역시,중구,사정동,2019,2,16 ,29193 
대전광역시,중구,사정동,2019,3,16 ,27481 
대전광역시,중구,사정동,2019,4,16 ,25767 
대전광역시,중구,사정동,2019,5,16 ,27478 
대전광역시,중구,사정동,2019,6,16 ,25545 
대전광역시,중구,사정동,2019,7,17 ,25496 
대전광역시,중구,사정동,2019,8,18 ,29583 
대전광역시,중구,사정동,2019,9,18 ,29954 
대전광역시,중구,사정동,2019,10,18 ,27737 
대전광역시,중구,사정동,2019,11,20 ,30418 
대전광역시,중구,사정동,2019,12,20 ,27156 
대전광역시,중구,산성동,2019,1,55 ,30574 
대전광역시,중구,산성동,2019,2,55 ,28650 
대전광역시,중구,산성동,2019,3,55 ,22610 
대전광역시,중구,산성동,2019,4,57 ,21877 
대전광역시,중구,산성동,2019,5,59 ,19184 
대전광역시,중구,산성동,2019,6,61 ,19955 
대전광역시,중구,산성동,2019,7,61 ,22596 
대전광역시,중구,산성동,2019,8,63 ,35852 
대전광역시,중구,산성동,2019,9,65 ,26792 
대전광역시,중구,산성동,2019,10,65 ,23383 
대전광역시,중구,산성동,2019,11,67 ,29491 
대전광역시,중구,산성동,2019,12,67 ,32466 
대전광역시,중구,석교동,2019,1,72 ,31618 
대전광역시,중구,석교동,2019,2,72 ,30044 
대전광역시,중구,석교동,2019,3,72 ,22569 
대전광역시,중구,석교동,2019,4,74 ,22113 
대전광역시,중구,석교동,2019,5,75 ,19559 
대전광역시,중구,석교동,2019,6,76 ,19584 
대전광역시,중구,석교동,2019,7,75 ,21199 
대전광역시,중구,석교동,2019,8,78 ,32279 
대전광역시,중구,석교동,2019,9,80 ,24047 
대전광역시,중구,석교동,2019,10,80 ,24107 
대전광역시,중구,석교동,2019,11,82 ,30764 
대전광역시,중구,석교동,2019,12,82 ,33766 
대전광역시,중구,선화동,2019,1,45 ,21084 
대전광역시,중구,선화동,2019,2,45 ,18983 
대전광역시,중구,선화동,2019,3,47 ,21986 
대전광역시,중구,선화동,2019,4,47 ,20360 
대전광역시,중구,선화동,2019,5,48 ,17463 
대전광역시,중구,선화동,2019,6,48 ,18191 
대전광역시,중구,선화동,2019,7,48 ,22298 
대전광역시,중구,선화동,2019,8,48 ,35398 
대전광역시,중구,선화동,2019,9,48 ,24626 
대전광역시,중구,선화동,2019,10,47 ,20669 
대전광역시,중구,선화동,2019,11,47 ,23993 
대전광역시,중구,선화동,2019,12,48 ,28252 
대전광역시,중구,안영동,2019,1,20 ,8367 
대전광역시,중구,안영동,2019,2,20 ,8318 
대전광역시,중구,안영동,2019,3,20 ,5945 
대전광역시,중구,안영동,2019,4,20 ,5314 
대전광역시,중구,안영동,2019,5,20 ,5025 
대전광역시,중구,안영동,2019,6,20 ,6062 
대전광역시,중구,안영동,2019,7,20 ,8524 
대전광역시,중구,안영동,2019,8,20 ,13542 
대전광역시,중구,안영동,2019,9,20 ,8637 
대전광역시,중구,안영동,2019,10,20 ,5714 
대전광역시,중구,안영동,2019,11,20 ,6571 
대전광역시,중구,안영동,2019,12,22 ,9421 
대전광역시,중구,어남동,2019,1,0 ,0 
대전광역시,중구,어남동,2019,2,0 ,0 
대전광역시,중구,어남동,2019,3,0 ,0 
대전광역시,중구,어남동,2019,4,0 ,0 
대전광역시,중구,어남동,2019,5,5 ,1453 
대전광역시,중구,어남동,2019,6,5 ,1334 
대전광역시,중구,어남동,2019,7,5 ,1367 
대전광역시,중구,어남동,2019,8,5 ,1973 
대전광역시,중구,어남동,2019,9,5 ,1639 
대전광역시,중구,어남동,2019,10,5 ,1440 
대전광역시,중구,어남동,2019,11,5 ,1638 
대전광역시,중구,어남동,2019,12,5 ,1780 
대전광역시,중구,오류동,2019,1,19 ,16837 
대전광역시,중구,오류동,2019,2,19 ,18082 
대전광역시,중구,오류동,2019,3,19 ,13990 
대전광역시,중구,오류동,2019,4,19 ,13902 
대전광역시,중구,오류동,2019,5,19 ,12245 
대전광역시,중구,오류동,2019,6,19 ,11217 
대전광역시,중구,오류동,2019,7,19 ,8464 
대전광역시,중구,오류동,2019,8,20 ,11861 
대전광역시,중구,오류동,2019,9,20 ,11321 
대전광역시,중구,오류동,2019,10,20 ,13332 
대전광역시,중구,오류동,2019,11,20 ,15814 
대전광역시,중구,오류동,2019,12,20 ,17597 
대전광역시,중구,옥계동,2019,1,45 ,16591 
대전광역시,중구,옥계동,2019,2,45 ,15901 
대전광역시,중구,옥계동,2019,3,44 ,12374 
대전광역시,중구,옥계동,2019,4,45 ,11657 
대전광역시,중구,옥계동,2019,5,45 ,9800 
대전광역시,중구,옥계동,2019,6,45 ,9093 
대전광역시,중구,옥계동,2019,7,45 ,10486 
대전광역시,중구,옥계동,2019,8,46 ,15906 
대전광역시,중구,옥계동,2019,9,46 ,12114 
대전광역시,중구,옥계동,2019,10,46 ,11535 
대전광역시,중구,옥계동,2019,11,47 ,17371 
대전광역시,중구,옥계동,2019,12,48 ,20347 
대전광역시,중구,용두동,2019,1,30 ,20933 
대전광역시,중구,용두동,2019,2,30 ,20164 
대전광역시,중구,용두동,2019,3,30 ,16034 
대전광역시,중구,용두동,2019,4,31 ,16260 
대전광역시,중구,용두동,2019,5,32 ,14018 
대전광역시,중구,용두동,2019,6,32 ,13978 
대전광역시,중구,용두동,2019,7,32 ,15661 
대전광역시,중구,용두동,2019,8,33 ,25286 
대전광역시,중구,용두동,2019,9,33 ,16465 
대전광역시,중구,용두동,2019,10,34 ,10112 
대전광역시,중구,용두동,2019,11,34 ,13660 
대전광역시,중구,용두동,2019,12,36 ,20205 
대전광역시,중구,유천동,2019,1,81 ,36766 
대전광역시,중구,유천동,2019,2,82 ,37563 
대전광역시,중구,유천동,2019,3,82 ,31049 
대전광역시,중구,유천동,2019,4,84 ,31573 
