시도,시군구,법정동,년도,월,전체호수,전력사용량
경기도,의왕시,삼동,2019,4,27 ,18088 
경기도,의왕시,삼동,2019,5,27 ,12604 
경기도,의왕시,삼동,2019,6,27 ,12053 
경기도,의왕시,삼동,2019,7,28 ,15316 
경기도,의왕시,삼동,2019,8,28 ,23641 
경기도,의왕시,삼동,2019,9,28 ,19612 
경기도,의왕시,삼동,2019,10,28 ,13654 
경기도,의왕시,삼동,2019,11,28 ,16588 
경기도,의왕시,삼동,2019,12,28 ,24569 
경기도,의왕시,오전동,2019,1,18 ,12785 
경기도,의왕시,오전동,2019,2,18 ,11885 
경기도,의왕시,오전동,2019,3,18 ,9927 
경기도,의왕시,오전동,2019,4,21 ,10011 
경기도,의왕시,오전동,2019,5,21 ,8106 
경기도,의왕시,오전동,2019,6,22 ,6638 
경기도,의왕시,오전동,2019,7,22 ,6530 
경기도,의왕시,오전동,2019,8,22 ,9519 
경기도,의왕시,오전동,2019,9,22 ,8962 
경기도,의왕시,오전동,2019,10,22 ,7462 
경기도,의왕시,오전동,2019,11,22 ,8661 
경기도,의왕시,오전동,2019,12,23 ,12209 
경기도,의왕시,왕곡동,2019,1,19 ,8820 
경기도,의왕시,왕곡동,2019,2,20 ,12129 
경기도,의왕시,왕곡동,2019,3,20 ,9351 
경기도,의왕시,왕곡동,2019,4,21 ,9107 
경기도,의왕시,왕곡동,2019,5,21 ,8161 
경기도,의왕시,왕곡동,2019,6,23 ,8264 
경기도,의왕시,왕곡동,2019,7,22 ,8150 
경기도,의왕시,왕곡동,2019,8,22 ,12327 
경기도,의왕시,왕곡동,2019,9,22 ,9983 
경기도,의왕시,왕곡동,2019,10,23 ,8446 
경기도,의왕시,왕곡동,2019,11,23 ,11039 
경기도,의왕시,왕곡동,2019,12,23 ,11813 
경기도,의왕시,월암동,2019,1,22 ,19580 
경기도,의왕시,월암동,2019,2,22 ,18564 
경기도,의왕시,월암동,2019,3,22 ,15643 
경기도,의왕시,월암동,2019,4,22 ,13899 
경기도,의왕시,월암동,2019,5,22 ,11347 
경기도,의왕시,월암동,2019,6,22 ,8656 
경기도,의왕시,월암동,2019,7,22 ,7868 
경기도,의왕시,월암동,2019,8,22 ,12132 
경기도,의왕시,월암동,2019,9,22 ,12282 
경기도,의왕시,월암동,2019,10,22 ,9618 
경기도,의왕시,월암동,2019,11,22 ,9911 
경기도,의왕시,월암동,2019,12,22 ,14452 
경기도,의왕시,이동,2019,1,14 ,5655 
경기도,의왕시,이동,2019,2,14 ,5280 
경기도,의왕시,이동,2019,3,14 ,4489 
경기도,의왕시,이동,2019,4,14 ,5130 
경기도,의왕시,이동,2019,5,14 ,3429 
경기도,의왕시,이동,2019,6,14 ,2942 
경기도,의왕시,이동,2019,7,14 ,3338 
경기도,의왕시,이동,2019,8,14 ,5350 
경기도,의왕시,이동,2019,9,14 ,4543 
경기도,의왕시,이동,2019,10,14 ,3413 
경기도,의왕시,이동,2019,11,14 ,3978 
경기도,의왕시,이동,2019,12,14 ,4668 
경기도,의왕시,청계동,2019,1,74 ,30405 
경기도,의왕시,청계동,2019,2,75 ,36917 
경기도,의왕시,청계동,2019,3,75 ,30468 
경기도,의왕시,청계동,2019,4,75 ,30246 
경기도,의왕시,청계동,2019,5,76 ,26400 
경기도,의왕시,청계동,2019,6,76 ,23899 
경기도,의왕시,청계동,2019,7,78 ,28370 
경기도,의왕시,청계동,2019,8,77 ,45240 
경기도,의왕시,청계동,2019,9,77 ,37810 
경기도,의왕시,청계동,2019,10,77 ,28046 
경기도,의왕시,청계동,2019,11,77 ,29480 
경기도,의왕시,청계동,2019,12,77 ,36123 
경기도,의왕시,초평동,2019,1,50 ,25521 
경기도,의왕시,초평동,2019,2,50 ,23800 
경기도,의왕시,초평동,2019,3,50 ,17554 
경기도,의왕시,초평동,2019,4,49 ,16935 
경기도,의왕시,초평동,2019,5,51 ,14141 
경기도,의왕시,초평동,2019,6,52 ,13160 
경기도,의왕시,초평동,2019,7,49 ,16218 
경기도,의왕시,초평동,2019,8,49 ,22617 
경기도,의왕시,초평동,2019,9,50 ,17166 
경기도,의왕시,초평동,2019,10,50 ,14369 
경기도,의왕시,초평동,2019,11,51 ,18663 
경기도,의왕시,초평동,2019,12,51 ,22644 
경기도,의왕시,포일동,2019,1,30 ,10940 
경기도,의왕시,포일동,2019,2,31 ,11818 
경기도,의왕시,포일동,2019,3,31 ,8039 
경기도,의왕시,포일동,2019,4,30 ,7194 
경기도,의왕시,포일동,2019,5,31 ,7185 
경기도,의왕시,포일동,2019,6,31 ,7632 
경기도,의왕시,포일동,2019,7,32 ,11596 
경기도,의왕시,포일동,2019,8,31 ,16222 
경기도,의왕시,포일동,2019,9,31 ,10238 
경기도,의왕시,포일동,2019,10,31 ,8557 
경기도,의왕시,포일동,2019,11,33 ,11347 
경기도,의왕시,포일동,2019,12,33 ,14957 
경기도,의왕시,학의동,2019,1,17 ,10772 
경기도,의왕시,학의동,2019,2,17 ,10276 
경기도,의왕시,학의동,2019,3,17 ,7982 
경기도,의왕시,학의동,2019,4,17 ,6408 
경기도,의왕시,학의동,2019,5,18 ,6232 
경기도,의왕시,학의동,2019,6,18 ,5023 
경기도,의왕시,학의동,2019,7,18 ,5367 
경기도,의왕시,학의동,2019,8,19 ,7343 
경기도,의왕시,학의동,2019,9,19 ,7826 
경기도,의왕시,학의동,2019,10,19 ,6582 
경기도,의왕시,학의동,2019,11,19 ,7219 
경기도,의왕시,학의동,2019,12,19 ,8670 
경기도,의정부시,가능동,2019,1,130 ,56624 
경기도,의정부시,가능동,2019,2,132 ,56281 
경기도,의정부시,가능동,2019,3,132 ,43284 
경기도,의정부시,가능동,2019,4,133 ,42128 
경기도,의정부시,가능동,2019,5,134 ,35222 
경기도,의정부시,가능동,2019,6,140 ,32479 
경기도,의정부시,가능동,2019,7,143 ,38448 
경기도,의정부시,가능동,2019,8,147 ,63303 
경기도,의정부시,가능동,2019,9,147 ,50548 
경기도,의정부시,가능동,2019,10,148 ,43068 
경기도,의정부시,가능동,2019,11,152 ,51675 
경기도,의정부시,가능동,2019,12,154 ,64385 
경기도,의정부시,고산동,2019,1,36 ,14512 
경기도,의정부시,고산동,2019,2,36 ,15252 
경기도,의정부시,고산동,2019,3,36 ,11662 
경기도,의정부시,고산동,2019,4,37 ,12238 
경기도,의정부시,고산동,2019,5,37 ,10341 
경기도,의정부시,고산동,2019,6,38 ,9698 
경기도,의정부시,고산동,2019,7,38 ,10334 
경기도,의정부시,고산동,2019,8,38 ,15680 
경기도,의정부시,고산동,2019,9,38 ,13552 
경기도,의정부시,고산동,2019,10,38 ,9507 
경기도,의정부시,고산동,2019,11,38 ,13480 
경기도,의정부시,고산동,2019,12,39 ,16533 
경기도,의정부시,금오동,2019,1,33 ,23847 
경기도,의정부시,금오동,2019,2,33 ,22477 
경기도,의정부시,금오동,2019,3,34 ,17013 
경기도,의정부시,금오동,2019,4,35 ,17146 
경기도,의정부시,금오동,2019,5,35 ,14087 
경기도,의정부시,금오동,2019,6,36 ,14035 
경기도,의정부시,금오동,2019,7,36 ,15727 
경기도,의정부시,금오동,2019,8,40 ,25021 
경기도,의정부시,금오동,2019,9,41 ,21170 
경기도,의정부시,금오동,2019,10,41 ,18047 
경기도,의정부시,금오동,2019,11,41 ,20229 
경기도,의정부시,금오동,2019,12,42 ,23484 
경기도,의정부시,낙양동,2019,1,9 ,18268 
경기도,의정부시,낙양동,2019,2,9 ,17768 
경기도,의정부시,낙양동,2019,3,9 ,12573 
경기도,의정부시,낙양동,2019,4,9 ,13114 
경기도,의정부시,낙양동,2019,5,9 ,11496 
경기도,의정부시,낙양동,2019,6,9 ,11950 
경기도,의정부시,낙양동,2019,7,10 ,13255 
경기도,의정부시,낙양동,2019,8,10 ,16889 
경기도,의정부시,낙양동,2019,9,10 ,14375 
경기도,의정부시,낙양동,2019,10,10 ,12590 
경기도,의정부시,낙양동,2019,11,11 ,15346 
경기도,의정부시,낙양동,2019,12,11 ,16602 
경기도,의정부시,녹양동,2019,1,55 ,25788 
경기도,의정부시,녹양동,2019,2,55 ,26710 
경기도,의정부시,녹양동,2019,3,55 ,22220 
경기도,의정부시,녹양동,2019,4,55 ,20616 
경기도,의정부시,녹양동,2019,5,55 ,18619 
경기도,의정부시,녹양동,2019,6,57 ,17830 
경기도,의정부시,녹양동,2019,7,57 ,19380 
경기도,의정부시,녹양동,2019,8,61 ,32429 
경기도,의정부시,녹양동,2019,9,61 ,29475 
경기도,의정부시,녹양동,2019,10,62 ,22507 
경기도,의정부시,녹양동,2019,11,61 ,21645 
경기도,의정부시,녹양동,2019,12,61 ,26286 
경기도,의정부시,민락동,2019,1,69 ,29736 
경기도,의정부시,민락동,2019,2,69 ,27793 
경기도,의정부시,민락동,2019,3,69 ,20627 
경기도,의정부시,민락동,2019,4,69 ,21311 
경기도,의정부시,민락동,2019,5,69 ,18366 
경기도,의정부시,민락동,2019,6,70 ,19753 
경기도,의정부시,민락동,2019,7,71 ,24705 
경기도,의정부시,민락동,2019,8,73 ,39057 
경기도,의정부시,민락동,2019,9,74 ,24893 
경기도,의정부시,민락동,2019,10,76 ,19422 
경기도,의정부시,민락동,2019,11,75 ,24085 
경기도,의정부시,민락동,2019,12,77 ,28402 
경기도,의정부시,산곡동,2019,1,25 ,10115 
경기도,의정부시,산곡동,2019,2,25 ,9726 
경기도,의정부시,산곡동,2019,3,25 ,7505 
경기도,의정부시,산곡동,2019,4,26 ,7312 
경기도,의정부시,산곡동,2019,5,26 ,7021 
경기도,의정부시,산곡동,2019,6,26 ,6093 
경기도,의정부시,산곡동,2019,7,26 ,6335 
경기도,의정부시,산곡동,2019,8,26 ,9508 
경기도,의정부시,산곡동,2019,9,26 ,9614 
경기도,의정부시,산곡동,2019,10,26 ,7284 
경기도,의정부시,산곡동,2019,11,26 ,8259 
경기도,의정부시,산곡동,2019,12,26 ,8876 
경기도,의정부시,신곡동,2019,1,75 ,31761 
경기도,의정부시,신곡동,2019,2,75 ,31489 
경기도,의정부시,신곡동,2019,3,76 ,24062 
경기도,의정부시,신곡동,2019,4,76 ,24175 
경기도,의정부시,신곡동,2019,5,76 ,20260 
경기도,의정부시,신곡동,2019,6,76 ,19022 
경기도,의정부시,신곡동,2019,7,77 ,22121 
경기도,의정부시,신곡동,2019,8,78 ,36816 
경기도,의정부시,신곡동,2019,9,78 ,31401 
경기도,의정부시,신곡동,2019,10,78 ,24150 
경기도,의정부시,신곡동,2019,11,78 ,24939 
경기도,의정부시,신곡동,2019,12,78 ,30103 
경기도,의정부시,용현동,2019,1,27 ,18804 
경기도,의정부시,용현동,2019,2,27 ,18169 
경기도,의정부시,용현동,2019,3,29 ,27205 
경기도,의정부시,용현동,2019,4,29 ,24728 
경기도,의정부시,용현동,2019,5,29 ,20035 
경기도,의정부시,용현동,2019,6,29 ,18545 
경기도,의정부시,용현동,2019,7,30 ,20586 
경기도,의정부시,용현동,2019,8,32 ,30248 
경기도,의정부시,용현동,2019,9,32 ,29824 
경기도,의정부시,용현동,2019,10,32 ,22702 
경기도,의정부시,용현동,2019,11,32 ,22579 
경기도,의정부시,용현동,2019,12,34 ,30634 
경기도,의정부시,의정부동,2019,1,69 ,37198 
경기도,의정부시,의정부동,2019,2,70 ,35907 
경기도,의정부시,의정부동,2019,3,71 ,29430 
경기도,의정부시,의정부동,2019,4,71 ,27998 
경기도,의정부시,의정부동,2019,5,71 ,23748 
경기도,의정부시,의정부동,2019,6,71 ,22419 
경기도,의정부시,의정부동,2019,7,73 ,25871 
경기도,의정부시,의정부동,2019,8,78 ,46455 
경기도,의정부시,의정부동,2019,9,78 ,40393 
경기도,의정부시,의정부동,2019,10,79 ,32433 
경기도,의정부시,의정부동,2019,11,80 ,31866 
경기도,의정부시,의정부동,2019,12,80 ,43951 
경기도,의정부시,자일동,2019,1,43 ,17904 
경기도,의정부시,자일동,2019,2,46 ,29381 
경기도,의정부시,자일동,2019,3,46 ,21005 
경기도,의정부시,자일동,2019,4,46 ,18109 
경기도,의정부시,자일동,2019,5,46 ,14638 
경기도,의정부시,자일동,2019,6,46 ,11869 
경기도,의정부시,자일동,2019,7,46 ,11459 
경기도,의정부시,자일동,2019,8,46 ,15961 
경기도,의정부시,자일동,2019,9,46 ,15639 
경기도,의정부시,자일동,2019,10,46 ,14575 
경기도,의정부시,자일동,2019,11,46 ,16960 
경기도,의정부시,자일동,2019,12,45 ,21411 
경기도,의정부시,장암동,2019,1,5 ,1867 
경기도,의정부시,장암동,2019,2,5 ,1834 
경기도,의정부시,장암동,2019,3,5 ,1271 
경기도,의정부시,장암동,2019,4,5 ,1283 
경기도,의정부시,장암동,2019,5,5 ,1122 
경기도,의정부시,장암동,2019,6,5 ,1115 
경기도,의정부시,장암동,2019,7,5 ,1159 
경기도,의정부시,장암동,2019,8,5 ,1676 
경기도,의정부시,장암동,2019,9,5 ,1193 
경기도,의정부시,장암동,2019,10,6 ,1399 
경기도,의정부시,장암동,2019,11,6 ,1822 
경기도,의정부시,장암동,2019,12,6 ,2078 
경기도,의정부시,호원동,2019,1,52 ,73030 
경기도,의정부시,호원동,2019,2,50 ,71678 
경기도,의정부시,호원동,2019,3,51 ,59262 
경기도,의정부시,호원동,2019,4,51 ,61911 
경기도,의정부시,호원동,2019,5,51 ,58054 
경기도,의정부시,호원동,2019,6,51 ,56275 
경기도,의정부시,호원동,2019,7,52 ,56860 
경기도,의정부시,호원동,2019,8,53 ,68882 
경기도,의정부시,호원동,2019,9,54 ,60147 
경기도,의정부시,호원동,2019,10,56 ,57004 
경기도,의정부시,호원동,2019,11,56 ,62245 
경기도,의정부시,호원동,2019,12,56 ,68539 
경기도,이천시,갈산동,2019,1,48 ,25067 
경기도,이천시,갈산동,2019,2,48 ,23260 
경기도,이천시,갈산동,2019,3,49 ,19249 
경기도,이천시,갈산동,2019,4,49 ,20630 
경기도,이천시,갈산동,2019,5,50 ,19835 
경기도,이천시,갈산동,2019,6,51 ,19368 
경기도,이천시,갈산동,2019,7,51 ,21389 
경기도,이천시,갈산동,2019,8,53 ,36361 
경기도,이천시,갈산동,2019,9,54 ,29619 
경기도,이천시,갈산동,2019,10,54 ,23293 
경기도,이천시,갈산동,2019,11,57 ,25520 
경기도,이천시,갈산동,2019,12,60 ,31621 
경기도,이천시,고담동,2019,1,27 ,17752 
경기도,이천시,고담동,2019,2,27 ,16828 
경기도,이천시,고담동,2019,3,27 ,13352 
경기도,이천시,고담동,2019,4,27 ,12958 
경기도,이천시,고담동,2019,5,27 ,9511 
경기도,이천시,고담동,2019,6,27 ,9416 
경기도,이천시,고담동,2019,7,27 ,8640 
경기도,이천시,고담동,2019,8,27 ,14114 
경기도,이천시,고담동,2019,9,28 ,13191 
경기도,이천시,고담동,2019,10,29 ,11611 
경기도,이천시,고담동,2019,11,29 ,13880 
경기도,이천시,고담동,2019,12,29 ,17012 
경기도,이천시,관고동,2019,1,19 ,9161 
경기도,이천시,관고동,2019,2,19 ,8011 
경기도,이천시,관고동,2019,3,19 ,6420 
경기도,이천시,관고동,2019,4,19 ,6155 
경기도,이천시,관고동,2019,5,20 ,6873 
경기도,이천시,관고동,2019,6,20 ,6648 
경기도,이천시,관고동,2019,7,20 ,7715 
경기도,이천시,관고동,2019,8,20 ,11301 
경기도,이천시,관고동,2019,9,20 ,7819 
경기도,이천시,관고동,2019,10,20 ,6836 
경기도,이천시,관고동,2019,11,20 ,8902 
경기도,이천시,관고동,2019,12,20 ,10435 
경기도,이천시,단월동,2019,1,35 ,14630 
경기도,이천시,단월동,2019,2,35 ,14027 
경기도,이천시,단월동,2019,3,35 ,11041 
경기도,이천시,단월동,2019,4,36 ,11495 
경기도,이천시,단월동,2019,5,36 ,10043 
경기도,이천시,단월동,2019,6,36 ,9408 
경기도,이천시,단월동,2019,7,37 ,9648 
경기도,이천시,단월동,2019,8,39 ,16063 
경기도,이천시,단월동,2019,9,39 ,12008 
경기도,이천시,단월동,2019,10,39 ,10939 
경기도,이천시,단월동,2019,11,39 ,12992 
경기도,이천시,단월동,2019,12,39 ,13361 
경기도,이천시,대월면,2019,1,217 ,126819 
경기도,이천시,대월면,2019,2,217 ,132457 
경기도,이천시,대월면,2019,3,217 ,106078 
경기도,이천시,대월면,2019,4,219 ,100045 
경기도,이천시,대월면,2019,5,222 ,79758 
경기도,이천시,대월면,2019,6,225 ,76316 
경기도,이천시,대월면,2019,7,228 ,78301 
경기도,이천시,대월면,2019,8,229 ,108247 
경기도,이천시,대월면,2019,9,230 ,94451 
경기도,이천시,대월면,2019,10,230 ,84848 
경기도,이천시,대월면,2019,11,230 ,90484 
경기도,이천시,대월면,2019,12,230 ,118446 
경기도,이천시,대포동,2019,1,14 ,6110 
경기도,이천시,대포동,2019,2,15 ,6233 
경기도,이천시,대포동,2019,3,15 ,4337 
경기도,이천시,대포동,2019,4,15 ,4354 
경기도,이천시,대포동,2019,5,17 ,3922 
경기도,이천시,대포동,2019,6,18 ,3886 
경기도,이천시,대포동,2019,7,18 ,4032 
경기도,이천시,대포동,2019,8,18 ,6477 
경기도,이천시,대포동,2019,9,18 ,4924 
경기도,이천시,대포동,2019,10,18 ,4841 
경기도,이천시,대포동,2019,11,18 ,5708 
경기도,이천시,대포동,2019,12,18 ,6875 
경기도,이천시,마장면,2019,1,252 ,122725 
경기도,이천시,마장면,2019,2,252 ,115614 
경기도,이천시,마장면,2019,3,255 ,99541 
경기도,이천시,마장면,2019,4,258 ,94743 
경기도,이천시,마장면,2019,5,262 ,83584 
경기도,이천시,마장면,2019,6,267 ,76649 
경기도,이천시,마장면,2019,7,269 ,75507 
경기도,이천시,마장면,2019,8,269 ,119697 
경기도,이천시,마장면,2019,9,271 ,107297 
경기도,이천시,마장면,2019,10,275 ,95599 
경기도,이천시,마장면,2019,11,277 ,106323 
경기도,이천시,마장면,2019,12,279 ,138629 
경기도,이천시,모가면,2019,1,155 ,81713 
경기도,이천시,모가면,2019,2,155 ,76431 
경기도,이천시,모가면,2019,3,158 ,57601 
경기도,이천시,모가면,2019,4,162 ,57245 
경기도,이천시,모가면,2019,5,164 ,53158 
경기도,이천시,모가면,2019,6,166 ,54684 
경기도,이천시,모가면,2019,7,168 ,65125 
경기도,이천시,모가면,2019,8,171 ,90980 
경기도,이천시,모가면,2019,9,173 ,74011 
경기도,이천시,모가면,2019,10,173 ,65963 
경기도,이천시,모가면,2019,11,172 ,69888 
경기도,이천시,모가면,2019,12,175 ,92531 
경기도,이천시,백사면,2019,1,367 ,178911 
경기도,이천시,백사면,2019,2,368 ,173895 
경기도,이천시,백사면,2019,3,372 ,136013 
경기도,이천시,백사면,2019,4,371 ,135860 
경기도,이천시,백사면,2019,5,377 ,111592 
경기도,이천시,백사면,2019,6,379 ,111332 
경기도,이천시,백사면,2019,7,381 ,121792 
경기도,이천시,백사면,2019,8,383 ,195530 
경기도,이천시,백사면,2019,9,392 ,163512 
경기도,이천시,백사면,2019,10,393 ,140297 
경기도,이천시,백사면,2019,11,399 ,166526 
경기도,이천시,백사면,2019,12,401 ,192072 
경기도,이천시,부발읍,2019,1,246 ,120005 
경기도,이천시,부발읍,2019,2,247 ,119807 
경기도,이천시,부발읍,2019,3,247 ,95328 
경기도,이천시,부발읍,2019,4,252 ,91760 
경기도,이천시,부발읍,2019,5,252 ,78292 
경기도,이천시,부발읍,2019,6,255 ,62414 
경기도,이천시,부발읍,2019,7,258 ,62629 
경기도,이천시,부발읍,2019,8,259 ,93348 
경기도,이천시,부발읍,2019,9,261 ,99923 
경기도,이천시,부발읍,2019,10,264 ,82807 
경기도,이천시,부발읍,2019,11,268 ,85532 
경기도,이천시,부발읍,2019,12,271 ,105127 
경기도,이천시,사음동,2019,1,22 ,16845 
경기도,이천시,사음동,2019,2,23 ,15937 
경기도,이천시,사음동,2019,3,23 ,11378 
경기도,이천시,사음동,2019,4,24 ,11212 
경기도,이천시,사음동,2019,5,24 ,7950 
경기도,이천시,사음동,2019,6,25 ,7832 
경기도,이천시,사음동,2019,7,25 ,9503 
경기도,이천시,사음동,2019,8,25 ,14995 
경기도,이천시,사음동,2019,9,25 ,10845 
경기도,이천시,사음동,2019,10,25 ,9627 
경기도,이천시,사음동,2019,11,25 ,12579 
경기도,이천시,사음동,2019,12,25 ,16228 
경기도,이천시,설성면,2019,1,169 ,86318 
경기도,이천시,설성면,2019,2,170 ,83253 
경기도,이천시,설성면,2019,3,171 ,69582 
경기도,이천시,설성면,2019,4,170 ,62316 
경기도,이천시,설성면,2019,5,170 ,50929 
경기도,이천시,설성면,2019,6,172 ,50299 
경기도,이천시,설성면,2019,7,173 ,58665 
경기도,이천시,설성면,2019,8,173 ,75283 
경기도,이천시,설성면,2019,9,173 ,69647 
경기도,이천시,설성면,2019,10,173 ,72881 
경기도,이천시,설성면,2019,11,173 ,91854 
경기도,이천시,설성면,2019,12,173 ,102819 
경기도,이천시,송정동,2019,1,44 ,36732 
경기도,이천시,송정동,2019,2,46 ,34174 
경기도,이천시,송정동,2019,3,49 ,28622 
경기도,이천시,송정동,2019,4,49 ,26237 
경기도,이천시,송정동,2019,5,49 ,21521 
경기도,이천시,송정동,2019,6,53 ,21006 
경기도,이천시,송정동,2019,7,54 ,21748 
경기도,이천시,송정동,2019,8,58 ,34339 
경기도,이천시,송정동,2019,9,59 ,32334 
경기도,이천시,송정동,2019,10,60 ,25567 
경기도,이천시,송정동,2019,11,61 ,28511 
경기도,이천시,송정동,2019,12,61 ,37069 
경기도,이천시,신둔면,2019,1,286 ,128912 
경기도,이천시,신둔면,2019,2,290 ,128750 
경기도,이천시,신둔면,2019,3,292 ,100446 
경기도,이천시,신둔면,2019,4,297 ,103234 
경기도,이천시,신둔면,2019,5,299 ,85614 
경기도,이천시,신둔면,2019,6,305 ,83037 
경기도,이천시,신둔면,2019,7,307 ,87435 
경기도,이천시,신둔면,2019,8,312 ,142590 
경기도,이천시,신둔면,2019,9,314 ,109187 
경기도,이천시,신둔면,2019,10,315 ,98691 
경기도,이천시,신둔면,2019,11,317 ,120384 
경기도,이천시,신둔면,2019,12,319 ,142017 
경기도,이천시,안흥동,2019,1,8 ,3385 
경기도,이천시,안흥동,2019,2,8 ,2776 
경기도,이천시,안흥동,2019,3,8 ,2318 
경기도,이천시,안흥동,2019,4,8 ,2738 
경기도,이천시,안흥동,2019,5,8 ,2076 
경기도,이천시,안흥동,2019,6,8 ,1996 
경기도,이천시,안흥동,2019,7,8 ,2401 
경기도,이천시,안흥동,2019,8,8 ,4020 
경기도,이천시,안흥동,2019,9,8 ,3243 
경기도,이천시,안흥동,2019,10,8 ,2637 
경기도,이천시,안흥동,2019,11,8 ,3080 
경기도,이천시,안흥동,2019,12,10 ,4894 
경기도,이천시,율면,2019,1,103 ,36563 
경기도,이천시,율면,2019,2,103 ,35426 
경기도,이천시,율면,2019,3,105 ,27845 
경기도,이천시,율면,2019,4,107 ,29318 
경기도,이천시,율면,2019,5,107 ,25124 
경기도,이천시,율면,2019,6,110 ,25537 
경기도,이천시,율면,2019,7,111 ,28636 
경기도,이천시,율면,2019,8,113 ,43774 
경기도,이천시,율면,2019,9,114 ,34205 
경기도,이천시,율면,2019,10,115 ,31772 
경기도,이천시,율면,2019,11,115 ,39495 
경기도,이천시,율면,2019,12,117 ,56179 
경기도,이천시,율현동,2019,1,13 ,4644 
경기도,이천시,율현동,2019,2,13 ,4577 
경기도,이천시,율현동,2019,3,13 ,3616 
경기도,이천시,율현동,2019,4,13 ,3540 
경기도,이천시,율현동,2019,5,13 ,3087 
경기도,이천시,율현동,2019,6,16 ,3584 
경기도,이천시,율현동,2019,7,16 ,4292 
경기도,이천시,율현동,2019,8,16 ,7201 
경기도,이천시,율현동,2019,9,16 ,4780 
경기도,이천시,율현동,2019,10,17 ,4936 
경기도,이천시,율현동,2019,11,17 ,5757 
경기도,이천시,율현동,2019,12,17 ,5873 
경기도,이천시,장록동,2019,1,20 ,8761 
경기도,이천시,장록동,2019,2,21 ,9009 
경기도,이천시,장록동,2019,3,22 ,9939 
경기도,이천시,장록동,2019,4,23 ,8943 
경기도,이천시,장록동,2019,5,23 ,7468 
경기도,이천시,장록동,2019,6,23 ,6011 
경기도,이천시,장록동,2019,7,24 ,6941 
경기도,이천시,장록동,2019,8,24 ,11682 
경기도,이천시,장록동,2019,9,25 ,9449 
경기도,이천시,장록동,2019,10,25 ,8171 
경기도,이천시,장록동,2019,11,25 ,9578 
경기도,이천시,장록동,2019,12,25 ,11455 
경기도,이천시,장호원읍,2019,1,223 ,99701 
경기도,이천시,장호원읍,2019,2,224 ,97560 
경기도,이천시,장호원읍,2019,3,225 ,80915 
경기도,이천시,장호원읍,2019,4,227 ,76582 
경기도,이천시,장호원읍,2019,5,228 ,69083 
경기도,이천시,장호원읍,2019,6,233 ,61144 
경기도,이천시,장호원읍,2019,7,258 ,65440 
경기도,이천시,장호원읍,2019,8,266 ,95555 
경기도,이천시,장호원읍,2019,9,268 ,97613 
경기도,이천시,장호원읍,2019,10,270 ,83315 
경기도,이천시,장호원읍,2019,11,271 ,88660 
경기도,이천시,장호원읍,2019,12,271 ,101600 
경기도,이천시,중리동,2019,1,24 ,20187 
경기도,이천시,중리동,2019,2,24 ,20873 
경기도,이천시,중리동,2019,3,24 ,16064 
경기도,이천시,중리동,2019,4,24 ,12058 
경기도,이천시,중리동,2019,5,24 ,9257 
경기도,이천시,중리동,2019,6,23 ,8970 
경기도,이천시,중리동,2019,7,23 ,10491 
경기도,이천시,중리동,2019,8,23 ,15878 
경기도,이천시,중리동,2019,9,23 ,12130 
경기도,이천시,중리동,2019,10,23 ,9502 
경기도,이천시,중리동,2019,11,23 ,11966 
경기도,이천시,중리동,2019,12,23 ,15147 
경기도,이천시,증일동,2019,1,11 ,6328 
경기도,이천시,증일동,2019,2,11 ,8114 
경기도,이천시,증일동,2019,3,11 ,5777 
경기도,이천시,증일동,2019,4,11 ,5671 
경기도,이천시,증일동,2019,5,11 ,4109 
경기도,이천시,증일동,2019,6,11 ,3096 
경기도,이천시,증일동,2019,7,13 ,3506 
경기도,이천시,증일동,2019,8,14 ,6121 
경기도,이천시,증일동,2019,9,13 ,4555 
경기도,이천시,증일동,2019,10,13 ,4741 
경기도,이천시,증일동,2019,11,15 ,7509 
경기도,이천시,증일동,2019,12,15 ,8978 
경기도,이천시,증포동,2019,1,21 ,25545 
경기도,이천시,증포동,2019,2,22 ,24623 
경기도,이천시,증포동,2019,3,23 ,19373 
경기도,이천시,증포동,2019,4,23 ,18889 
경기도,이천시,증포동,2019,5,23 ,13482 
경기도,이천시,증포동,2019,6,23 ,11541 
경기도,이천시,증포동,2019,7,23 ,12300 
경기도,이천시,증포동,2019,8,23 ,18196 
경기도,이천시,증포동,2019,9,23 ,16646 
경기도,이천시,증포동,2019,10,23 ,13780 
경기도,이천시,증포동,2019,11,23 ,15522 
경기도,이천시,증포동,2019,12,23 ,21351 
경기도,이천시,진리동,2019,1,17 ,6757 
경기도,이천시,진리동,2019,2,17 ,6341 
경기도,이천시,진리동,2019,3,17 ,4879 
경기도,이천시,진리동,2019,4,17 ,4722 
경기도,이천시,진리동,2019,5,17 ,3788 
경기도,이천시,진리동,2019,6,17 ,3453 
경기도,이천시,진리동,2019,7,17 ,3683 
경기도,이천시,진리동,2019,8,17 ,6786 
경기도,이천시,진리동,2019,9,18 ,5459 
경기도,이천시,진리동,2019,10,18 ,4899 
경기도,이천시,진리동,2019,11,18 ,5855 
경기도,이천시,진리동,2019,12,18 ,6792 
경기도,이천시,창전동,2019,1,59 ,23247 
경기도,이천시,창전동,2019,2,59 ,22028 
경기도,이천시,창전동,2019,3,59 ,17461 
경기도,이천시,창전동,2019,4,58 ,17234 
경기도,이천시,창전동,2019,5,58 ,14612 
경기도,이천시,창전동,2019,6,59 ,13907 
