날짜,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
2019-06-23,52602,50596,49323,48573,48306,48447,49008,49042,49637,50480,51636,52051,52253,53060,53483,54061,55155,56461,57444,58129,58504,57268,55497,53703
2019-06-24,50738,49031,48234,47958,48229,49473,52747,57517,63887,67088,68070,68574,66458,69658,71045,71445,72358,71739,69968,68907,67683,65098,62235,60956
2019-06-25,57317,55378,54185,53816,53866,54472,56802,60549,65979,68457,69517,69961,67653,71243,72731,73210,74192,73340,71533,70408,68939,66215,63198,61803
2019-06-26,57939,55856,54765,54136,54194,54751,57464,61886,68193,71376,72279,72472,69633,72037,72691,72108,72230,70777,69153,68567,67708,65618,62939,61656
2019-06-27,57893,55747,54436,53940,53902,54686,57624,61957,68028,71391,72294,72629,70256,73428,74794,74710,75206,74109,72155,71227,69779,66979,63839,62289
2019-06-28,58353,56190,55099,54339,54414,55161,57767,62200,68198,70967,71781,71765,69204,71906,73069,73276,73877,72033,69904,68921,67789,65205,62454,61276
2019-06-29,57590,55347,53936,53014,52713,52794,53981,55892,58744,60403,61538,61863,60570,61724,61808,61268,60921,60186,60294,60693,60910,59396,57436,56637
2019-06-30,53491,51391,49985,49105,48847,48899,49650,50181,51463,52992,55046,55669,55837,56302,56554,56952,57492,58546,59485,60221,60661,59229,57286,55103
2019-07-01,51944,49965,48816,48520,48758,49900,53413,59021,66403,70587,71853,72368,70006,72732,73718,73363,73799,72534,70530,69682,68536,65928,63191,61513
2019-07-02,57926,55823,54519,54038,54108,54697,57189,61307,67200,69829,70474,70610,68418,71523,73001,73219,73871,73038,71570,70568,69300,66722,63847,62519
2019-07-03,58618,56437,55306,54634,54480,55189,57857,61921,67949,70447,71544,72033,69500,73055,74051,73205,73735,72420,70544,69875,69004,66433,63453,62137
2019-07-04,58470,56513,55319,54663,54791,55391,57836,61985,67571,70222,71473,71871,69459,72933,74758,75192,75978,74834,72659,71481,70056,67350,64380,62914
2019-07-05,59097,56985,55663,54903,55028,55698,58028,62133,67995,71267,72631,73444,71467,74743,76075,76268,77081,75779,73263,71889,70667,67777,64615,63183
2019-07-06,59463,57123,55670,54681,54255,54245,55283,56374,58469,60054,62070,62928,61868,63450,64145,64333,64662,64620,64643,64664,64647,62895,60357,59025
2019-07-07,55562,53199,51665,50784,50446,50319,50971,51753,52671,53923,55570,56096,56469,57357,57981,59021,59853,60328,60792,61038,61231,59748,57689,55570
2019-07-08,52469,50689,49584,49132,49411,50648,53974,59275,66378,69712,70875,71203,69010,72476,74119,74181,74511,73184,71168,70262,68960,66162,63313,61993
2019-07-09,58267,56396,55350,54775,54797,55613,58359,62219,68024,70730,71962,72641,70399,73765,74847,74394,74817,73690,71849,70863,69479,66636,63631,62332
2019-07-10,58603,56507,55298,54795,54757,55409,58172,62621,68947,71970,72587,72580,70005,72442,73582,72965,72865,71034,69137,68386,67447,65311,62888,61775
2019-07-11,58327,56613,55424,54823,54917,55534,58330,62639,68549,71166,71901,71960,69364,72444,73762,73494,73490,72354,70554,69726,68381,65914,63001,61764
2019-07-12,58203,56145,55100,54501,54461,55222,58030,62061,67442,70086,70947,71034,68693,71759,72938,73171,73720,72163,69760,68883,68206,65914,63120,62179
2019-07-13,58588,56378,55094,54251,54007,53841,54987,56480,59465,60562,61901,62182,61086,62110,62064,61636,61353,61112,61209,61792,62192,60630,58373,57571
2019-07-14,54404,52199,50862,50064,49768,49833,50469,51002,52023,53372,55188,56070,56519,57608,58020,58332,59148,60173,60989,61791,62384,60859,58595,56166
2019-07-15,53106,51120,50287,49764,50057,51290,54784,60550,68626,72353,73455,73941,71556,74323,75158,74898,75227,73905,71906,71091,69785,67125,64162,62997
2019-07-16,59145,57263,56158,55517,55587,56366,59161,63789,69697,72446,73470,73707,71348,74408,75939,76167,77005,76001,74137,73361,71844,68678,65582,64147
2019-07-17,60299,58096,56966,56265,56219,56846,59617,64090,70442,73443,74553,74717,72308,75570,77056,77331,77875,76447,74145,73430,72140,69494,66280,64786
2019-07-18,60964,58806,57361,56637,56553,57094,60105,64733,71137,74601,75960,76179,73859,76779,77898,77998,78538,77489,75702,74811,73440,70171,66659,64859
2019-07-19,60768,58573,57360,56655,56601,57347,60188,65113,71978,76058,77995,78760,76765,79812,81037,80771,80482,78310,75905,75055,73976,71138,67904,66240
2019-07-20,62221,59589,57990,56938,56505,56558,57795,59720,62658,65000,67010,67680,66884,68062,68096,68051,67564,66605,66528,66782,66799,64921,62438,61519
2019-07-21,57745,55284,53677,52709,52386,52313,53365,54543,56580,58874,60974,61577,61707,62161,62190,62203,62170,62787,63515,64468,64826,63386,60985,58668
2019-07-22,55275,53258,52079,51664,51976,52935,56634,62618,70997,75146,76661,77267,75119,78376,80070,80815,81923,81139,78982,77952,75984,72712,68892,66832
2019-07-23,62670,59944,58515,57697,57756,58384,61568,66709,73864,78052,79691,80202,77962,81136,82795,83041,84164,83149,81174,80131,78310,74750,70696,68359
2019-07-24,63806,60972,59429,58496,58462,58983,61824,67592,75352,79636,80603,80734,77902,81134,82716,82131,82074,80583,78643,78181,76686,73948,70473,68227
2019-07-25,63781,61013,59417,58650,58529,58977,62207,67729,75615,79976,81259,81504,78917,81457,82349,81808,82246,81143,79219,78637,76784,73579,69926,67933
2019-07-26,63549,60923,59315,58361,58137,58716,61801,66850,74301,78507,79649,79824,77884,80250,80943,80653,80572,79177,76785,76216,75202,72276,69004,66942
2019-07-27,62493,59842,58045,56975,56463,56375,57671,59954,63922,67666,70271,71172,70469,71548,71405,71264,70915,70378,70355,70787,70626,68401,65710,64185
2019-07-28,60253,57302,55445,54203,53755,53675,54682,56111,58429,60772,62937,63603,63759,64633,64498,64318,64795,65573,66276,66976,67137,65464,63172,60268
2019-07-29,56626,54287,52871,52184,52346,53524,56806,62310,69975,74385,76245,76962,75330,77806,79253,79302,80114,79952,78374,77650,75980,72854,69271,66520
2019-07-30,61801,59047,57351,56384,56271,56978,59805,64586,71861,76284,78436,79233,77556,80070,80842,81119,81567,80962,79440,78859,77523,74260,70350,67389
2019-07-31,62623,59695,58028,57009,56782,57326,60072,64662,71204,75155,76317,76603,74981,76987,77691,77661,78182,78070,76981,76745,75527,72640,68922,66010
2019-08-01,61464,58579,56868,55857,55531,56076,58575,62304,68043,71288,72755,73791,73294,75131,76168,76328,77562,77967,77216,77061,75865,72842,69051,66196
2019-08-02,61653,58513,56559,55573,55225,55775,58256,62322,67780,71484,73535,74312,73582,75440,76208,76403,77551,77913,76849,76696,75811,72847,69096,66366
2019-08-03,61975,58781,56570,55222,54670,54568,55457,57284,60297,63277,66458,68221,68744,69546,70089,70350,70485,70109,69592,69687,69420,67221,64495,62243
2019-08-04,58398,55601,53682,52394,51943,51873,52630,53785,56018,59168,62539,64157,65393,66488,66802,67365,68701,69678,70168,70716,70852,68662,65562,62130
2019-08-05,57969,55199,53573,52700,52583,53454,56316,61299,68912,74026,76959,78526,77735,80026,81136,81604,82885,82835,80944,80606,78933,75320,70922,67595
2019-08-06,62916,59792,57987,56857,56560,57126,59671,64398,71419,76383,78860,79694,78365,80864,82145,82153,82491,81860,79810,79240,77387,73784,69567,66691
2019-08-07,62236,59291,57423,56181,55658,56181,58559,62917,69765,74152,76117,76596,75345,77814,79176,79650,81077,80706,79056,78830,77216,73651,69840,67010
2019-08-08,62652,59698,57887,56698,56418,57234,59845,64853,72799,77951,80658,81880,80285,83026,84356,83923,84005,83003,80799,80305,78234,74584,70598,67544
2019-08-09,63154,60198,58384,57371,57074,57823,60480,65473,73225,78193,80713,81876,80239,83066,84392,84761,85400,84661,82282,81681,80104,76392,72346,69267
2019-08-10,64736,61563,59532,58184,57549,57667,58889,61183,65561,69434,72656,73753,73241,74580,74672,74609,74941,74905,74898,75211,74692,71889,68452,66246
2019-08-11,62058,59003,56900,55550,54974,54923,55607,57095,59402,62132,64983,66025,67317,69289,70238,70740,71450,71864,72267,73304,73023,70702,67266,63762
2019-08-12,59700,57252,55850,55131,55365,56517,60270,67047,76485,81905,83940,84720,82663,85421,86396,86065,86941,86289,84406,83994,81875,78033,73733,70827
2019-08-13,65952,62975,61175,60217,59963,60686,63688,69031,76687,81790,84456,85832,83971,87126,88647,89016,90314,90012,88052,87358,84933,80843,75691,72460
2019-08-14,67327,64225,62308,61107,60787,61464,64510,70211,78523,83652,85934,86702,84700,87738,89255,89204,90052,88718,86365,85742,83502,79760,75735,72925
2019-08-15,68004,64725,62701,61251,60597,60595,61963,64417,68757,72256,74704,75434,73602,75186,75693,75172,74851,73839,73806,74578,74184,71673,68670,65795
2019-08-16,61869,59389,57956,56922,56952,57908,60580,65690,73250,77415,78936,79311,77344,79644,80321,80380,81147,80288,78173,77421,75382,72010,68318,65853
2019-08-17,61890,59282,57682,56598,56189,56180,57048,58688,61904,64506,66551,67106,66084,67430,67896,68085,68337,67865,67606,68215,67388,65015,62538,60730
2019-08-18,57116,54798,53182,52088,51670,51840,52407,53061,54499,56361,58188,58440,58647,59724,60416,61245,62416,63866,64895,66051,65740,63674,60876,58224
2019-08-19,54804,52673,51445,50998,51209,52501,55772,61579,69929,74614,76706,77584,75550,78605,80189,80576,81590,80871,78992,78309,75708,72064,68380,65831
2019-08-20,61728,59492,57975,57147,57055,58042,60689,65513,72631,76966,78716,79465,77569,80846,82520,82400,83162,82401,80342,79707,77008,73418,69352,66778
2019-08-21,62450,60004,58354,57511,57239,58219,60967,66196,73801,77931,79715,80530,78508,81766,83330,83338,83782,82182,79917,79582,77200,73842,70035,67600
2019-08-22,63297,60888,59220,58368,58278,59176,62042,67648,75559,79821,80978,80835,77830,80299,81476,81450,82264,81918,79586,78926,76408,72844,69192,66684
2019-08-23,62326,59774,58275,57378,57330,58325,60957,65952,73342,77232,77923,77620,74830,77527,78682,78580,79012,77960,75789,75203,73046,69957,66542,64410
2019-08-24,60351,57830,56255,55298,54893,55093,55835,57161,60274,62510,64321,64547,62795,64242,64735,64639,64265,63550,63645,64518,63965,61916,59623,58415
2019-08-25,55150,53108,51577,50783,50631,50851,51416,52051,53092,54882,56885,57313,56804,57838,58810,59184,59712,61095,62197,63326,62597,60912,58600,56225
2019-08-26,53211,51363,50429,49938,50209,51705,54973,60498,68132,72447,74021,74872,72601,75778,77691,78286,79478,78831,76716,76229,73769,70466,66888,64652
2019-08-27,60666,58480,57236,56573,56438,57278,60053,65659,72667,76442,77115,76932,74558,76648,77655,77432,77998,77194,75400,75266,72936,69608,66178,64115
2019-08-28,60236,58164,56888,56293,56326,57212,60356,65513,72805,76330,76891,76629,74238,77308,78783,78846,79037,77362,75310,75060,72956,69923,66424,64177
2019-08-29,60242,58019,56851,56090,56056,56959,59678,64993,72135,76147,76683,76200,73302,75170,76077,75811,75968,74969,73485,73287,70906,67680,64618,62782
2019-08-30,58985,56838,55598,54915,54918,55997,58540,62557,68337,70895,71350,71070,68473,71253,72936,73132,73735,72912,71132,70923,69082,66291,63479,61899
2019-08-31,58226,56079,54707,53766,53612,53865,54663,55546,57892,59428,60807,60757,59624,60971,61615,61824,62183,62090,62458,63393,62526,60587,58476,57220
2019-09-01,53994,51970,50819,49901,49676,50047,50408,51109,52062,53394,55564,56464,57017,57756,57961,58142,58667,59636,60667,61847,61195,59582,57365,55272
2019-09-02,52406,50684,49686,49327,49659,51189,54547,60399,68208,72606,74008,74301,71740,74682,76207,76061,76231,74766,73319,73004,70482,67617,64665,62638
2019-09-03,59029,57186,56184,55588,55608,56687,59570,64572,71401,74806,75318,75152,72559,75593,77067,76947,76992,75659,74531,74137,71588,68653,65553,63617
2019-09-04,59903,57935,56654,56143,56106,57156,60052,65098,71737,74960,75583,75480,73008,76237,77865,77693,77939,76337,74769,74401,72233,69352,66301,64197
2019-09-05,60451,58273,56974,56091,56237,57217,60021,65193,72214,75728,77090,77396,75137,78238,79390,79238,78792,76796,75006,74644,72099,68932,65892,63865
2019-09-06,59979,57805,56401,55738,55867,56897,59612,64426,71086,74942,76699,77496,75213,78405,79809,79690,79916,78198,76686,76116,73812,70643,67265,65519
2019-09-07,61503,58821,57252,56295,55937,56217,57363,59786,63481,66047,68081,68972,67636,68280,67792,66702,65854,64826,65169,65680,64219,62157,59837,58793
2019-09-08,55402,53335,52000,51325,51123,51572,52227,53075,54827,56618,58729,59781,60063,61120,61732,61998,62513,63441,64672,65686,64686,62655,60058,57748
2019-09-09,54592,52664,51517,50986,51344,52944,56435,62671,70881,74887,76302,76790,74425,77438,78752,78662,78980,77755,76162,75662,72923,69740,66379,64731
2019-09-10,60603,58264,57000,56346,56418,57547,60442,65291,72015,75438,76779,77334,74338,77067,78054,78145,78650,77800,76457,75814,73158,69834,66392,64648
2019-09-11,60541,58146,56786,56147,56044,56845,59374,63959,70137,72549,73271,73249,70917,72486,72441,70600,69192,67542,66773,66881,65148,62714,59865,58498
2019-09-12,55025,52404,50546,49204,48632,48304,48209,48684,49282,50152,51270,51455,51079,51092,50993,50799,50908,51401,52128,52649,51941,50929,49720,48320
2019-09-13,45369,43592,42440,41781,41896,42586,43552,43731,42156,40865,40844,40615,41033,41803,42746,44076,46037,47990,49553,50583,50364,49735,48944,47619
2019-09-14,45136,43428,42270,41722,41838,42336,42908,43405,44038,44812,46005,46387,47064,47927,48933,49857,51170,52517,53998,55077,54516,53242,51763,50060
2019-09-15,47234,45263,43876,43151,43114,43729,44440,45485,46714,48139,50142,50478,50712,51632,52302,53094,54570,56059,57495,58401,57437,55706,53559,51365
2019-09-16,48527,46751,45807,45335,45703,47223,50247,55657,62830,66026,66997,67155,65191,68301,69791,70503,71926,71282,69990,69338,66774,64031,61142,59505
2019-09-17,56030,54181,53183,52416,52566,53756,56395,60290,64983,67002,67820,67571,65204,68488,70214,71117,72654,72095,71325,70633,68065,65271,62421,61002
2019-09-18,57325,55558,54446,53920,54072,55197,57460,61249,65748,67699,68264,67804,65189,68276,69616,70206,71310,70446,69363,68767,66321,63761,61289,60111
2019-09-19,56808,54864,53849,53413,53409,54486,57007,60122,64129,65481,66238,66180,63741,66954,68902,69727,71203,70554,69951,69217,66471,63855,61227,60008
2019-09-20,56680,54744,53695,52973,53204,54419,56686,60574,65238,66426,66829,66659,64459,67568,68587,68591,68997,67812,67411,66885,65101,62895,60550,59723
2019-09-21,56463,54402,53199,52613,52430,52860,53740,55412,58373,59710,60297,60343,58840,60209,60423,59898,59330,58569,59000,59249,58316,57104,55757,55407
2019-09-22,52373,50376,49295,48566,48642,49165,49701,50586,52081,53379,54497,54453,54376,54865,54717,54663,54960,55666,56714,57175,56165,55122,53915,52533
2019-09-23,50127,48439,47565,47392,47941,49644,52705,57323,62320,63802,63969,64063,61697,64764,66342,66774,67955,67785,67662,66999,64908,62733,60485,59562
2019-09-24,56160,54158,53081,52662,52963,54290,56578,59718,63166,63851,63400,62851,60053,63460,65426,66344,68030,67922,67964,67466,65085,62986,60814,60006
2019-09-25,56348,54488,53350,52957,53250,54450,56703,59997,63783,64670,64675,64672,62500,65728,67573,68401,69484,68557,68129,67517,65526,63434,61108,60033
2019-09-26,56574,54701,53670,53229,53512,54787,57132,60681,64979,66163,66742,66738,63989,67668,69431,69916,70942,70203,69990,69387,66832,64206,61824,60742
2019-09-27,57138,55196,54170,53573,53862,55179,57252,60826,64679,66116,66874,66663,64290,67431,69425,70078,70695,69584,68921,68045,66055,63771,61462,60517
2019-09-28,57097,54833,53591,52921,52917,53468,54518,55686,57485,58206,59199,59587,58599,59808,60276,60332,60706,60522,61602,61652,60709,58921,56937,56184
2019-09-29,52951,50852,49587,48792,48762,49397,49863,50255,50783,51023,52006,52114,52241,53280,53796,54753,56171,57642,59391,59910,58901,57310,55578,53525
2019-09-30,50548,48801,47993,47639,47939,49654,52801,57619,63601,65703,66586,67081,65066,68630,70611,71422,72703,71984,71284,70140,67416,64711,62071,60564
2019-10-01,57049,55120,53987,53448,53662,54927,57552,61876,67339,69829,70392,70660,68484,71784,73360,73091,73550,72303,71881,70483,67773,64966,62431,61093
2019-10-02,57460,55617,54609,54018,54285,55469,57954,62966,69223,71952,72503,72336,69586,71942,72674,72038,72113,70649,69660,68346,66368,64156,62105,61087
2019-10-03,57336,55104,53944,53415,53327,54010,54987,56641,59411,61195,62221,61932,60804,62857,63703,63792,64462,64342,65389,65202,63933,62248,60305,58332
2019-10-04,54784,52994,51939,51359,51483,52772,55003,58267,62796,64248,64270,64113,62380,65460,67058,67846,69517,68852,68497,67225,65131,62617,60277,59393
2019-10-05,55926,53837,52577,51959,51863,52400,53219,54527,56943,57885,58463,58066,56142,57150,57180,57045,57139,57093,58196,58114,57191,55983,54661,54271
2019-10-06,51251,49332,48222,47507,47532,48128,48750,48706,48434,48380,48672,48511,48544,49527,50514,51558,53051,54496,56661,56929,56458,55312,53938,52134
2019-10-07,49363,47683,46977,46677,47261,49141,52352,57477,63652,65776,66183,66162,63488,66124,67139,67123,67701,66946,66934,65799,63739,61768,59882,59263
2019-10-08,55737,53854,52962,52645,52973,54217,56679,60172,63823,63614,63187,62053,58940,61446,62709,63277,65043,65424,66068,64994,63119,61394,59734,59361
2019-10-09,55745,53768,52641,52198,52468,53461,54646,55386,56479,56691,57050,56203,53722,56395,57921,58849,60013,60550,62357,62364,61659,60501,59264,57617
2019-10-10,54290,52569,51728,51363,51700,53190,55716,59216,63041,63488,63467,62661,59755,62072,63429,64468,66097,66205,66814,65874,63990,62233,60533,59958
2019-10-11,56324,54273,53112,52755,53018,54432,56820,59650,62590,62208,61405,60460,57924,60889,62640,63545,65631,65642,65826,64721,63003,61138,59539,58833
2019-10-12,55495,53372,52160,51565,51573,52332,53021,53388,53465,52813,52704,52195,50692,52022,52776,53694,54936,55540,56963,56888,56372,55398,54633,54276
2019-10-13,51234,49107,48062,47518,47505,48344,49025,48577,47522,46830,47187,46750,46516,47458,48379,49774,51837,53838,56101,56189,55863,54923,54023,52588
2019-10-14,49714,48043,47160,46981,47513,49477,52597,56551,61062,62284,61925,61323,58571,61340,63142,63810,65305,65691,66445,65285,63444,61759,60173,59419
2019-10-15,55815,54057,53151,52772,53186,54726,57273,60245,63501,63813,63483,62626,59450,62134,63502,64056,65502,66106,66840,65635,63875,62076,60397,59796
2019-10-16,56197,54227,53140,52514,52848,54379,56705,59630,62768,62367,61398,59941,57157,59952,61793,62811,64651,64952,65339,64153,62738,61267,59750,59128
2019-10-17,55474,53475,52375,52046,52568,54008,56348,59779,63358,63748,63039,62058,59636,62449,63332,63494,64724,65144,65896,64718,62957,61096,59578,59026
2019-10-18,55406,53384,52562,52101,52572,54056,56532,59991,64355,65113,64671,64138,61840,64437,65486,65684,66319,65880,65963,64745,63148,61535,60107,59798
2019-10-19,56278,53970,52840,52352,52430,53414,54262,54578,54595,53713,53496,52670,51070,52412,53204,54007,55307,56036,57570,57379,56905,56034,55113,55094
2019-10-20,51925,49821,48699,48105,48211,49091,49717,49656,49404,48917,48572,47280,46882,48084,48813,49976,52061,54311,56544,56578,56294,55390,54594,53091
2019-10-21,50061,48294,47544,47351,47985,49995,53157,57302,61403,61815,61134,60248,57429,60615,62496,63913,66218,66590,66898,65644,63855,62063,60433,59727
2019-10-22,55884,54117,53153,52796,53169,54741,57313,60523,63267,62961,62300,61321,58584,61783,63640,64671,66506,67096,67468,66063,64172,62306,60751,59969
2019-10-23,56093,54217,53245,52819,53105,54690,57349,60781,64791,65644,65248,64578,61609,64576,65992,66070,67006,66803,66564,65376,63616,61990,60245,59675
2019-10-24,56104,53999,52982,52600,52784,54344,56957,60204,64129,64530,63661,62672,59339,61832,63413,64505,66362,66694,66741,65486,63608,61758,60033,59370
2019-10-25,55581,53709,52802,52398,52770,54271,56933,59824,62664,62726,62074,61085,58913,62376,63707,64415,65843,65970,65778,64419,62784,61179,59733,59149
2019-10-26,55515,53486,52295,51738,51794,52802,53964,54422,54833,54134,53292,51911,49781,51294,52527,53664,54773,55630,57066,56802,56479,55651,55199,55050
2019-10-27,51688,49633,48500,48003,48187,49247,50073,49681,48350,46900,46929,46150,45831,46613,47538,49111,51303,53951,55951,56033,55742,55092,54573,53462
2019-10-28,50551,48689,47734,47705,48553,50527,53938,58032,62301,62495,61522,60279,57043,60052,62346,63686,65832,66590,66673,65313,63704,62022,60698,60442
2019-10-29,56483,54463,53423,53126,53657,55270,57876,61081,64395,63877,63031,62000,58869,61616,63015,63921,65871,66882,67119,65829,64011,62250,60895,60431
2019-10-30,56872,54780,53867,53485,53914,55563,58379,61605,64265,63220,62370,60913,57556,60385,61992,63340,65683,66269,66526,65361,63924,62429,61136,60909
2019-10-31,57331,55301,54232,53773,54253,55821,58450,61682,64406,63662,62536,61249,58228,61100,62914,64115,66181,66828,66888,65556,63707,62098,60866,60428
2019-11-01,56721,54701,53692,53186,53722,55016,57566,60799,63969,63147,61904,60242,57028,60176,62112,63352,65117,64356,64071,63004,61918,60543,59218,59681
2019-11-02,56166,53893,52561,51947,52243,53276,54415,54687,54753,53977,54214,53639,52432,53785,53910,54257,55014,55935,56973,56626,56176,55489,55094,55357
2019-11-03,52123,49809,48763,48300,48642,49546,50336,50289,49980,49278,48718,47647,47243,47846,48664,50294,52384,54461,56036,56015,55863,55159,54688,53757
2019-11-04,50623,48703,47767,47645,48406,50529,53888,58350,62706,62752,62214,60973,58129,61475,63282,64521,65979,65832,65730,64530,63355,61706,60212,60465
2019-11-05,56907,54752,53700,53296,53729,55473,58379,61994,65211,64755,63063,61310,57899,61446,63102,64345,66222,66236,66471,65403,64155,62600,60964,61174
2019-11-06,57473,55482,54275,53988,54651,56374,59194,62609,65751,64919,63184,61247,58065,61631,62720,63948,65837,65505,65501,64439,63783,62342,60839,60968
2019-11-07,57374,55141,54016,53720,54304,55835,58689,62270,66080,65624,63863,62021,58704,61624,62485,63653,65693,66080,66635,65753,64595,63063,61664,62137
2019-11-08,58460,56305,55237,54801,55308,57004,59986,63472,66529,65805,64472,62556,58990,62011,63591,64791,66895,66768,66303,65137,64191,62783,61482,62242
2019-11-09,58848,56553,55247,54863,55171,56136,57136,57410,57019,55044,54385,53043,50761,51838,52765,54122,55889,57236,58129,57916,57745,57232,57044,57623
2019-11-10,54634,52351,50999,50501,50846,51733,52543,52467,52259,51764,52140,51691,51426,51687,51317,52093,53665,56245,57626,57543,57349,56697,56457,55672
2019-11-11,52522,50329,49340,49234,50089,52014,55529,60222,65733,66708,66315,65160,61904,64440,64556,65093,66715,66742,67084,66169,64765,63156,61843,62608
2019-11-12,58854,56645,55502,55237,55977,57793,60795,64305,67472,66983,66301,64673,61384,64191,65167,66370,68215,68342,67904,66924,65871,64247,62863,63429
2019-11-13,59542,57286,56260,55848,56456,58125,60899,64367,69841,71243,70688,69994,67120,70216,70765,70796,71244,69652,68147,66536,65581,64070,63131,64064
2019-11-14,60428,58134,57123,56886,57491,59390,62447,65992,69699,69143,68198,66533,62824,65981,67689,69135,71729,72026,71284,69766,68249,66311,65097,65957
2019-11-15,62236,59815,58380,57820,58281,59805,62486,66189,70701,70876,70182,68660,64898,67892,69014,69457,70722,69767,68220,66822,65819,64277,63180,64119
2019-11-16,60421,57890,56576,55987,56231,57253,58109,58707,59564,58990,58935,57486,54965,55447,55649,56341,57542,58601,59315,59062,58660,58141,58106,58923
2019-11-17,55738,53294,51657,50963,51368,52361,52905,52811,53369,54090,55438,55473,55293,55625,55841,56138,56688,58025,58646,58463,57880,57287,57177,56705
2019-11-18,53481,51144,49951,49700,50475,52540,56069,61190,68387,70657,70162,68748,65638,69137,70120,70479,71848,71607,70254,68510,66786,64916,63792,64542
2019-11-19,61407,59047,57702,57329,57968,59801,63120,67574,73006,73277,72098,70805,67294,70527,72106,72943,74393,74282,72960,71234,69516,67360,66209,67229
2019-11-20,63380,60811,59602,59127,59791,61551,64758,69207,74148,73442,72055,70434,65919,68690,70205,71514,73740,73582,72330,70876,69637,67821,66735,67670
2019-11-21,64095,61320,59866,59403,59971,61672,64746,69071,74041,73744,72168,70109,66202,69473,71194,71888,73225,72754,71390,69654,67914,65985,64623,65574
2019-11-22,61949,59336,58084,57738,58356,60012,62980,66977,71571,70707,68659,66352,62142,64721,65986,67288,69031,68599,67662,66499,65375,63965,63142,63693
2019-11-23,60030,57534,56089,55686,56026,57067,58192,58732,59285,57586,56963,55976,53852,54726,55261,56299,57742,58996,59319,59025,58621,58098,58146,58576
2019-11-24,55181,52506,50948,50439,50946,51904,52649,52690,52370,51484,51480,50287,50038,51000,51898,53288,54981,57004,57696,57647,57212,56732,56878,56325
2019-11-25,53341,51240,50367,50368,51326,53681,57726,63417,71529,74107,73932,72938,69423,72604,73430,73359,74250,73466,71704,69760,67833,65763,64592,65019
2019-11-26,61293,58758,57490,57161,57576,59259,62193,66810,72352,72776,70742,68176,63808,66907,68360,69251,71010,71215,70121,68530,66877,65120,63881,64095
2019-11-27,60013,57507,56331,55986,56626,58524,61775,66262,72322,73652,72888,71669,67785,70900,71852,72291,73684,73348,71501,69657,67987,66158,65138,65585
2019-11-28,61796,59147,57864,57504,58023,59711,62854,67259,73236,73693,72003,69793,65634,68490,69787,70731,72576,72573,71456,69963,68289,66367,65449,65909
2019-11-29,62151,59660,58293,57847,58465,60228,63515,68060,73720,73552,71491,69146,64717,67193,68645,69963,72223,72219,70701,69086,67851,66244,65275,65935
2019-11-30,62203,59570,57973,57352,57599,58334,59701,60706,61628,60497,60177,59380,56197,56421,57258,58602,59965,61085,61115,60502,59764,58982,59108,60246
2019-12-01,57020,54514,52986,52264,52568,53384,53924,53904,54734,55374,56675,56882,56984,57654,57911,58101,58794,60353,60978,60549,59936,59283,59200,59067
2019-12-02,55883,53661,52511,52474,53276,55323,59223,65259,72368,74447,73720,72193,68108,71486,73205,74341,76449,76453,74629,72681,70461,68211,67035,68027
2019-12-03,64455,61961,60714,60370,60969,62677,65803,70764,76690,77436,76527,75300,71452,74906,76625,76988,77950,76970,74755,72588,70382,68029,66966,68080
2019-12-04,64494,62009,60676,60227,60651,62280,65372,70202,76610,76624,74479,71979,67719,70599,72189,73553,75565,75352,73783,72137,70396,68612,67567,68802
2019-12-05,65125,62525,61207,60932,61565,63321,66599,71460,77650,77844,76433,74465,70114,73360,75380,77231,80128,80251,78352,76334,74120,71625,70305,71416
2019-12-06,67987,65490,64107,63568,64068,65735,69077,74235,81071,81787,80059,77843,73130,75562,76767,78055,80486,80209,77672,75285,73282,71165,69951,71310
2019-12-07,67875,65206,63561,62690,62531,63176,64241,65203,66575,65934,66065,65200,62485,63280,63903,64426,65337,66082,66009,65241,64562,63727,63953,65597
2019-12-08,62736,60216,58647,57904,57915,58448,59114,59219,58717,56735,56408,55139,54012,54225,55087,57055,59642,62876,64079,64072,63599,63105,63452,63439
2019-12-09,60439,58292,57107,56861,57488,59518,63333,69617,78505,80600,79313,77054,72399,75195,76462,76747,78280,77827,75582,73428,71454,69109,67809,69006
2019-12-10,65410,62967,61468,61053,61485,62871,65936,70672,77824,79201,77766,75220,69690,72130,72262,72243,73481,73288,73108,71706,69962,68043,67005,68122
2019-12-11,64331,61813,60362,59886,60449,61826,64880,69476,75687,76860,75416,73747,69906,72850,73847,74024,75290,74768,73297,71695,70241,68562,67670,69015
2019-12-12,65484,63038,61635,61296,61902,63679,66912,71921,78241,78130,76056,73547,68846,71678,73415,74960,77570,77585,75960,74347,72221,70090,68841,70132
2019-12-13,66507,63999,62716,62274,62758,64280,67305,72282,78721,79110,76975,74789,70694,73440,74528,74905,76029,75337,73192,71455,69740,67897,66986,68389
2019-12-14,64861,62099,60431,59793,59777,60563,61705,62959,64439,63120,62234,60540,57595,58139,59107,60599,62478,63813,63932,63755,63198,62189,62313,63868
2019-12-15,60808,58210,56594,55904,56154,56890,57815,57981,57349,55366,54868,53537,52756,53338,54483,55778,57717,60293,61405,61325,61064,60655,60861,60848
