날짜,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
2020-06-09,54168,52299,51232,50712,50664,51169,53383,57078,62697,65924,67309,67667,66092,69318,71211,72352,73065,72723,71065,69899,68183,65013,61794,59614
2020-06-10,55556,53257,51992,51169,51033,51680,53935,57825,63859,67494,69220,69696,68443,71606,73719,74936,75247,73003,70396,69281,67617,64758,61765,59803
2020-06-11,55932,53690,52530,51785,51638,52271,54853,59054,65322,68310,69315,69605,67655,70330,71583,72157,72458,71138,69447,68735,68345,65678,62451,59891
2020-06-12,55956,53618,52178,51538,51389,51976,54367,58632,65270,69035,70090,70746,69020,71156,71895,71779,71925,69868,67886,67041,66081,63509,60543,58630
2020-06-13,54806,52520,51128,50242,49798,49720,50588,51821,54041,55439,57088,57653,57386,58833,59253,59926,61220,61111,61590,61765,61343,59306,57091,55223
2020-06-14,51767,49476,48173,47304,46884,46922,47952,48964,50557,51925,53640,53487,53048,53082,53009,53124,54116,55908,57176,57891,58071,56476,54377,52185
2020-06-15,49044,46945,46070,45639,45871,46958,49702,54085,60354,63875,64470,64448,62758,65240,66752,67764,68945,68215,66851,66145,64943,62435,59565,57924
2020-06-16,54243,52329,51102,50439,50372,51022,53152,56774,62119,64463,65202,65129,63122,65854,67999,68988,70355,69603,68167,67579,66391,63611,60337,58519
2020-06-17,54710,52669,51567,50947,50844,51467,53907,57743,63817,67239,68307,68385,66327,68932,70708,71076,71113,69652,67604,66969,65802,63137,60244,58360
2020-06-18,54866,52957,51732,51084,51025,51656,54129,58589,64777,67473,67868,68006,65537,67350,68208,67993,68118,67238,65943,65487,64271,61758,59201,57763
2020-06-19,54107,52070,50897,50321,50254,50907,53408,56832,61653,63510,63610,63219,61922,64645,66097,66764,67881,67193,65777,65163,64383,61856,59204,57355
2020-06-20,53685,51579,50243,49523,49171,49097,49682,50569,52326,53451,54411,54818,54293,55094,55671,56121,57115,57588,58209,58578,58749,56911,54644,53145
2020-06-21,50010,47966,46662,45970,45760,45745,46111,46001,46195,46940,48796,49172,49822,50896,51924,53124,56011,56744,57461,58255,58769,57347,55044,52713
2020-06-22,49698,47621,46419,45923,45974,47141,50249,54959,61981,65779,67533,67927,66540,69464,71566,72658,74046,73693,72069,70906,69160,65996,62421,60067
2020-06-23,55846,53565,52399,51475,51420,51931,54218,58230,64381,67695,69180,69802,68733,71709,73334,74032,74580,73123,70936,70050,68663,65774,62453,60284
2020-06-24,56268,54111,52773,52021,51848,52496,55215,59985,66971,70287,71085,70831,68167,70156,70909,70492,70332,68538,66842,65967,64981,62519,60107,58603
2020-06-25,55052,53174,51912,51414,51360,51897,54561,59285,66084,69379,70197,70264,68161,69928,70436,69989,69935,68562,67126,66230,64844,62379,59822,58098
2020-06-26,54324,52457,51260,50622,50531,51127,53606,57629,62897,64597,64718,64015,62100,64293,65492,66096,67237,66324,65142,64700,64032,61673,58914,57262
2020-06-27,53586,51490,50141,49310,48865,48734,49411,50594,52885,54238,55808,55832,54518,55532,56238,56951,57647,57774,58472,59033,59168,57389,55056,53613
2020-06-28,50428,48370,47018,46230,45989,45920,46279,46588,46999,48004,49873,49992,50160,50974,51626,52573,54063,55764,57428,58282,58627,57102,54673,52696
2020-06-29,49439,47436,46230,45772,45909,46919,50122,55648,63651,68185,69492,69565,68063,70931,71580,71198,70989,69252,67181,65955,64534,61862,59081,57593
2020-06-30,54037,52224,51048,50419,50292,50792,53540,58107,63828,66498,66729,66505,64308,66166,67026,67080,67390,66273,64790,63969,63200,60647,58183,56638
2020-07-01,53029,51179,50030,49422,49508,50248,52816,56754,61963,64085,64652,63808,61956,64885,66172,66960,67510,66471,65263,65025,64361,62251,59647,58031
2020-07-02,54362,52337,51356,50797,50772,51453,53768,57392,62614,64967,65441,65414,63867,66914,68793,69405,70435,69438,68190,67497,66536,63887,60832,59200
2020-07-03,55569,53453,52158,51467,51429,52113,54597,58967,65012,67955,69006,69008,66719,69053,69956,69836,69710,67784,65805,64752,63894,61760,59253,57845
2020-07-04,54323,52176,50999,50075,49782,49821,50475,51611,53727,54651,55595,55562,54847,55972,56584,56910,57323,56954,57414,57828,58241,56558,54646,54065
2020-07-05,51221,49314,47880,47172,47070,47027,47474,47917,48563,49373,50965,51388,51824,52955,53163,53598,54442,55666,57158,58209,58879,57605,55492,53351
2020-07-06,50211,48182,47257,46909,47211,48285,51448,56968,64229,67785,69218,68973,67384,70537,72457,73070,73331,72057,70333,69322,67795,64991,61965,60557
2020-07-07,56911,54804,53682,53077,53064,53586,56541,60804,66496,68888,70105,70002,67628,69972,71241,71647,72265,71610,70432,69679,68443,65494,62239,60661
2020-07-08,56710,54517,53258,52533,52514,53117,55762,60019,65693,68258,69451,69516,67696,70665,72216,73137,74371,72917,71146,70366,69005,66206,62889,61307
2020-07-09,57477,55408,54204,53436,53244,53914,56458,60300,66333,69434,71110,71476,69620,72611,73980,74809,75675,74492,73035,72093,70512,67558,64258,62629
2020-07-10,58649,56429,54996,54144,54246,54736,57543,62519,68534,70621,71078,71144,69255,70878,71506,71786,72503,71597,70271,69454,68267,65442,62396,61196
2020-07-11,57462,55104,53646,52660,52382,52051,52855,53930,55874,57075,59444,59984,59378,60408,61078,61151,61260,60682,61098,61501,61476,59607,57311,56230
2020-07-12,52971,50674,49275,48417,48089,48105,48842,49575,51056,52913,54992,55593,55607,56188,56385,56461,56918,57492,58229,58411,58390,57146,55200,53538
2020-07-13,50654,48777,47808,47506,47696,48721,52552,58295,65326,68492,68752,68604,66086,67863,68754,68656,68771,67621,66225,65053,64025,61821,59464,58755
2020-07-14,55469,53741,52631,51968,52116,52702,55360,59446,64660,66779,67111,66793,64426,66748,67889,67972,68457,67289,66343,65577,64767,62488,59997,59263
2020-07-15,55767,53762,52810,52276,52274,52954,55640,59645,65019,66885,67027,66684,64326,66620,67870,68147,68952,67928,66914,66373,65661,63487,60759,59803
2020-07-16,56285,54276,53246,52615,52709,53297,55620,59123,64216,65923,66595,66360,64174,66673,68254,69000,70509,70424,69352,68492,67328,64723,61685,60275
2020-07-17,56565,54370,53231,52606,52646,53092,55165,58967,64097,66342,67352,67204,65436,68031,69556,70376,71418,70561,69074,68144,67133,64444,61294,60094
2020-07-18,56555,54305,52855,52016,51597,51581,52180,53193,55173,56799,58237,58926,58345,58434,58647,58540,59145,59644,60656,61155,61204,59354,57030,56053
2020-07-19,52813,50641,49301,48433,48241,48223,48985,49881,50907,52668,54618,54853,55018,56280,57131,57591,58178,59393,61111,62019,62377,60745,58577,56358
2020-07-20,53131,51064,49899,49399,49678,50805,54712,61090,69240,73110,73800,73546,70875,72556,73459,73183,73769,72157,70726,69761,68388,65625,62573,61176
2020-07-21,57355,55169,53991,53345,53226,53970,56519,60888,66873,69435,70114,69867,67958,71028,72643,73307,74450,74027,72642,71866,70434,67365,64008,62408
2020-07-22,58545,56336,55041,54426,54328,54801,57901,62975,69555,72590,73339,73411,71381,73491,74111,73417,73235,71803,70503,69761,68613,65886,63015,61597
2020-07-23,57849,55771,54622,53852,53750,54223,57140,62087,68762,71887,72437,72285,70024,72039,72543,72001,72003,70871,69170,68162,66524,64151,61555,60604
2020-07-24,57048,54984,53809,53099,53153,53789,56338,60509,66087,68418,68805,68651,66557,68487,69401,69293,69379,68120,66648,65929,65152,62799,60246,59502
2020-07-25,56232,54120,52662,51841,51489,51500,52431,53710,55739,56621,58307,58705,57915,58799,58976,58918,59090,58610,59014,59582,59890,58264,56259,55505
2020-07-26,52545,50322,48982,48308,48038,48012,48579,48997,49912,50850,52441,52828,53002,54038,54744,55729,57114,58218,59536,60381,60578,58973,56818,54697
2020-07-27,51567,49648,48478,48060,48380,49534,52912,58058,65480,69512,70585,70963,69190,71410,72560,72790,73006,71632,70309,69399,67993,65288,62176,60252
2020-07-28,56432,54424,53215,52647,52681,53143,56044,60679,67348,70585,71551,71475,69486,72183,72912,72984,73747,72598,71398,70577,68939,66191,63173,61250
2020-07-29,57220,55113,53998,53345,53270,53865,56795,61733,68503,71894,72692,73041,71044,72658,73525,73161,73281,72475,71418,70952,69851,67102,63863,61751
2020-07-30,57601,55301,54026,53327,53229,53769,56424,61357,68051,71800,72861,72789,70515,71157,72001,72380,72981,71824,70630,70355,69357,66404,62895,60672
2020-07-31,56756,54483,53115,52330,52255,52750,55335,59351,65232,68378,69789,70197,69048,70959,71771,71799,72400,71824,70347,70092,69176,66569,63311,61000
2020-08-01,56822,54030,52225,51116,50624,50538,51294,52456,54235,56090,58851,60053,60041,61393,62234,62221,62013,61627,62283,62900,62788,60866,58466,56764
2020-08-02,53329,51101,49616,48578,48337,48453,49265,50122,51583,53435,56287,57235,57447,58509,59683,60213,60331,60845,61589,62345,62231,60563,58187,55879
2020-08-03,52319,49960,48527,47997,48151,49169,51775,55942,61087,64200,65817,66547,66404,67254,67965,68035,68003,67799,67455,67635,66541,63855,60798,58647
2020-08-04,55045,52629,51344,50515,50464,51098,53114,56705,61636,65154,66849,67356,66973,68262,69536,70620,71438,71617,71069,71152,69908,66817,63339,60414
2020-08-05,57095,53810,52291,51470,51274,52018,54325,58540,64503,68309,70547,71266,70804,72543,72465,71982,72301,72390,71724,72035,70789,67725,64141,61415
2020-08-06,57383,54750,53235,52303,52155,52878,55637,60457,67295,71647,73034,73160,71733,72660,72995,72888,72972,72395,71027,70693,68614,65506,62407,60198
2020-08-07,56505,54207,52690,51903,51771,52496,54990,59572,66308,70331,71764,72265,70979,72787,72986,72381,72096,70959,69167,68752,67457,64717,61896,60244
2020-08-08,56678,54155,52656,51848,51446,51738,52927,55060,58433,61430,63702,64649,63781,64004,63926,63299,63136,62939,63587,64140,63595,61801,59642,58644
2020-08-09,55406,53160,51626,50751,50582,50767,51711,52842,54556,56292,58314,58712,59078,59406,59926,60583,61402,62642,64147,65302,64972,62646,60271,57750
2020-08-10,54236,52058,50819,50097,50306,51421,54941,61080,69524,74642,76712,77919,77456,79719,80229,79611,79487,77997,76348,75613,73599,70409,67102,64655
2020-08-11,60564,57970,56461,55743,55638,56483,59246,64316,71825,76207,77313,77649,75886,77913,79148,78394,78610,77603,76345,75748,73816,70703,67300,64961
2020-08-12,60653,58295,56795,56095,56014,56812,59553,64372,71823,76308,78003,78630,77454,80489,81489,81692,82122,80988,79671,79500,77574,74186,70429,67513
2020-08-13,62607,59893,58220,57198,57208,57870,60545,65592,73312,77283,78893,79661,77947,80685,81894,82565,83777,83479,82300,81766,79557,75827,71641,68394
2020-08-14,63258,60549,58812,57584,57496,58172,60805,65538,72950,77311,79318,79974,78704,80395,81320,81656,82639,81762,80179,79656,77936,74588,70960,68255
2020-08-15,63536,60440,58316,57056,56373,56319,57140,58561,61116,63669,66657,67429,66963,68049,68486,68853,69446,70125,71342,72195,71581,68997,66180,63092
2020-08-16,58743,55850,53765,52659,52194,52075,52695,53354,54662,56876,59549,60404,61338,62683,63445,64684,66192,67836,69188,70452,70083,67660,64722,61677
2020-08-17,57568,55063,53396,52549,52392,53174,55101,58865,65242,68912,71317,72126,71351,73749,75323,76488,78045,78487,78553,78548,77139,73439,69289,66119
2020-08-18,61613,58936,57281,56191,56268,57215,60244,65655,73648,77974,79787,80147,78512,81386,83213,84434,86288,86324,84980,84071,81086,76873,72287,68752
2020-08-19,63579,60613,58849,57801,57684,58265,60967,65630,73100,77419,79607,80181,78910,82060,84074,85123,86698,86147,84471,83773,81002,76878,72356,69465
2020-08-20,64493,61676,59976,59056,58797,59540,62196,67193,74459,78133,80041,80608,79301,82615,84408,85302,86967,86804,85106,83943,80770,76492,71927,69236
2020-08-21,64515,61623,59904,58948,58735,59507,62111,67060,74505,78442,80354,80667,78992,81653,82815,83350,84425,83575,81653,80818,78353,74402,70323,68109
2020-08-22,63738,60864,59010,57808,57383,57399,58371,60046,63245,65868,68240,69270,68910,69559,69377,68943,68515,67760,68246,68732,67527,65040,62188,60729
2020-08-23,57250,54893,53329,52525,52031,52066,52484,53032,54210,55897,58166,58997,59584,60927,61344,62783,64570,66097,67657,68538,67636,65274,62238,59447
2020-08-24,56009,53816,52673,52049,52258,53537,56746,62420,70756,75460,78155,79381,78150,81305,82864,83589,85076,84356,82646,81975,79055,75119,70822,68182
2020-08-25,63601,61139,59644,58735,58734,59649,62286,67012,74596,79235,82039,83218,82326,85167,86791,87364,88574,87895,86438,85779,82627,78201,73462,70282
2020-08-26,65259,62494,60862,59770,59430,60235,63075,68488,77110,82985,85367,86092,85536,88170,89091,88771,88904,86291,84041,83363,79961,75797,71681,68578
2020-08-27,63700,61065,59533,58652,58350,59200,61874,67155,75047,79844,81338,81564,80036,82571,84054,84414,84961,83924,82811,82465,79446,75630,71461,68769
2020-08-28,64130,61397,59872,59098,58968,59813,62634,67865,75730,80141,81965,82314,81060,83697,84616,84568,85677,84357,82354,81454,78682,74976,70852,68533
2020-08-29,63962,60951,59080,57938,57383,57537,58448,60579,64241,67285,70342,71179,70818,72139,72836,72666,72363,71734,72218,72666,71013,68238,65112,63213
2020-08-30,59310,56565,54738,53551,53111,53296,53807,54799,56323,58535,61607,63138,63947,65174,65948,66903,67988,69357,70574,71466,69739,66706,63308,60073
2020-08-31,56369,54020,52679,52076,52332,53809,57356,63537,72089,76482,77949,78511,76987,79861,81498,81805,82673,81002,78867,78263,75066,70974,67184,65057
2020-09-01,60818,58527,57092,56287,56200,56884,59515,64067,71024,74333,75622,76006,74677,78684,80867,81596,82036,80572,79309,78799,75655,71762,68180,66012
2020-09-02,61697,59532,58233,57455,57368,58431,61177,66883,74806,79328,80700,80604,78324,80545,81356,80621,80139,77693,75646,74780,71868,68405,65496,63433
2020-09-03,59407,56912,55213,53642,53509,54445,56634,60995,67203,70282,70735,70506,68558,70820,72445,73352,74636,73998,72922,72367,69490,66354,63389,61717
2020-09-04,58078,56113,55090,54434,54330,55293,57441,60813,65964,68278,69180,68914,66994,69723,71449,72581,73772,72746,71034,70408,67941,64932,62226,61087
2020-09-05,57594,55539,54324,53416,53245,53386,54128,55371,58044,59607,61253,61821,60395,61697,61835,61714,61700,60998,61472,61587,60413,58429,56532,55818
2020-09-06,53157,51175,49799,49104,48867,49288,49793,50358,51583,53005,54365,54759,54655,55977,56468,56735,57225,57902,59068,59566,58160,56252,54835,53233
2020-09-07,50615,49044,48290,48003,48232,49515,52521,57900,64225,67183,67688,67671,65908,67754,68917,69070,69547,68903,68468,67742,65519,63097,60740,59947
2020-09-08,56847,55119,54157,53793,53970,54999,57436,61072,66206,68306,68959,68568,66205,68764,70309,71710,73153,72570,71817,71324,68643,65701,62690,61568
2020-09-09,58091,56236,55162,54562,54439,55502,57801,61852,67080,69584,70167,68788,66048,68044,69395,69864,71515,70669,69504,69013,66610,64099,61435,60504
2020-09-10,57285,55603,54722,54156,54251,55306,57502,61117,66299,68544,69453,69247,67037,69501,70590,71002,72738,72431,71652,71006,68281,65387,62667,61644
2020-09-11,58121,56152,55190,54543,54608,55543,57876,62163,68048,70682,71455,71663,69607,72056,73473,73125,72744,70638,69280,68420,66014,63298,60988,60373
2020-09-12,57305,55339,54243,53614,53213,53804,54655,56042,58018,58207,59091,59021,57734,59425,60025,60033,60012,59725,60710,60966,59793,58147,56308,55833
2020-09-13,52848,50959,49852,49023,48983,49404,49827,50075,49986,49871,51020,51154,51173,51847,52549,53303,54653,56486,58540,59480,58545,57258,55405,53749
2020-09-14,51015,49473,48658,48400,48543,50182,53401,57933,63412,65288,66091,65832,64067,67378,68772,69704,70702,70454,70081,69213,66694,63962,61231,60237
2020-09-15,56851,55133,54175,53704,53764,54900,57203,60610,64904,66228,66871,66634,65174,68205,70440,71567,73146,72221,71523,70780,68067,65424,62583,61518
2020-09-16,58063,56288,55089,54721,54819,55913,58511,62645,68225,70808,70955,71031,69428,72089,73003,72946,73144,71611,70845,70012,67669,65023,62437,61492
2020-09-17,58016,56073,55019,54514,54557,55667,57987,62504,68526,70838,70824,70258,68074,70268,71725,71590,71611,70384,70018,69413,66902,64281,61814,60639
2020-09-18,57223,55439,54380,54037,54197,55265,57449,60989,65515,67099,67099,65798,63044,65197,66482,67180,68259,67872,67846,67418,65456,63314,60895,60055
2020-09-19,56790,54761,53600,52757,52570,53075,53786,54426,55203,54949,55701,55234,54109,55794,56634,57279,57841,58006,59409,59888,58969,57393,55666,55239
2020-09-20,52300,50313,49233,48599,48486,48935,49330,48886,48360,47820,48454,47582,47276,48126,49293,50933,53123,55361,57569,58261,57551,56219,54648,52821
2020-09-21,49886,48415,47688,47478,47873,49391,52018,55733,60373,62254,62622,61663,59878,62079,63370,64734,67009,67551,67626,66803,64577,62295,59857,58883
2020-09-22,55548,53833,52891,52712,52685,53870,56189,59799,64046,65102,65068,63641,60134,62281,63961,65389,67471,67967,68157,67449,65178,62820,60303,59360
2020-09-23,55825,54184,53276,52860,53076,54200,56410,59782,63589,64359,64281,63725,61711,64538,66510,67338,68298,67501,67394,66731,64913,62757,60388,59885
2020-09-24,56430,54441,53605,53154,53438,54607,56746,60007,63109,63797,63899,63200,61187,64593,66483,67665,69151,68638,68603,67773,65393,63080,60660,59689
2020-09-25,56397,54404,53524,53071,53237,54401,56644,59582,63025,63394,63733,63548,62003,65003,66470,66800,67826,67407,67146,66248,64167,62054,59711,59137
2020-09-26,55918,53986,52835,52250,52175,52705,53419,54154,55183,54325,54544,53710,52389,53943,55136,56011,57305,57760,59214,59397,58600,57242,55686,55080
2020-09-27,52184,50276,49149,48583,48609,49270,49778,49468,48473,48049,49075,48564,48073,49332,50526,52062,54029,55951,57999,58397,57619,56409,54975,53212
2020-09-28,50390,48696,47857,47614,48134,49716,52246,55649,59356,59918,60164,59564,57739,60152,61967,63468,65556,65862,66036,64958,62989,60915,58604,57808
2020-09-29,54347,52616,51654,51139,51259,52462,54544,57015,60038,59812,59545,58370,56465,58685,59788,59773,60019,59381,60187,59668,58333,56875,55190,54547
2020-09-30,51270,49156,47738,46859,46534,46815,46976,46271,45111,43956,44312,44246,44268,44973,45963,47335,48930,50412,51986,51873,51335,50499,49547,48128
2020-10-01,45115,43178,42196,41633,41716,42467,43426,43668,42155,40681,40029,39307,38999,39284,40198,41845,44217,46491,48596,48946,48744,48492,47946,47002
2020-10-02,44336,42567,41613,41168,41335,42126,42676,42606,41878,41523,42403,41963,42270,43104,44162,45906,47795,49565,51502,51651,51160,50417,49491,48241
2020-10-03,45557,43777,42817,42262,42363,43236,43984,44953,45977,46408,46852,46136,45416,45877,47092,48703,50332,51640,53653,53633,52997,52147,51004,49503
2020-10-04,46748,44903,43767,43161,43269,43956,44977,46176,47480,48394,49472,49717,49781,50270,50892,51460,52529,53807,55638,55578,54786,53656,52534,51112
2020-10-05,48229,46508,45711,45472,46024,47627,50585,53909,57332,57506,57250,56294,54355,56858,58794,60460,63179,64470,65238,64297,62545,60605,58737,58144
2020-10-06,54784,52907,52080,51811,52221,53565,56053,58417,60337,59920,59332,57853,55563,57929,59991,61927,64899,66018,66935,65806,63911,62008,59922,59095
2020-10-07,55607,53783,52787,52471,52860,53959,56456,59008,61392,60748,60282,59319,56718,59774,62020,63531,65913,66064,66722,65619,63868,62034,60157,59532
2020-10-08,56143,54345,53439,53042,53332,54625,57029,59503,61815,61177,60479,59046,56253,58739,60512,62288,64805,65563,66261,65165,63216,61437,59713,59457
2020-10-09,55782,53759,52706,52141,52257,53141,54398,55066,56017,55963,56590,55566,53160,55141,56545,58117,60362,61038,62608,62076,61260,60273,58734,57235
2020-10-10,53743,52047,50988,50561,50580,51453,52334,52659,52398,51462,51684,50732,49433,50858,52000,53248,55149,56144,57877,57528,57032,56012,54840,54567
2020-10-11,51476,49527,48350,47902,48010,48757,49322,48956,47779,46835,47485,47386,48872,50477,51009,52023,53376,54899,57103,57139,56530,55708,54626,53122
2020-10-12,50324,48601,47664,47484,47997,49687,52652,57142,62294,63089,61993,60173,57455,60144,62275,63731,65882,66400,67195,66076,64114,62296,60240,59598
2020-10-13,56052,54239,53375,53070,53462,54836,57212,59958,62974,62374,61991,61016,58957,62246,63529,64717,66355,66645,67755,66444,64538,62827,60720,59967
2020-10-14,56437,54698,53773,53393,53886,55211,57646,60975,65247,65996,65025,63631,60614,62335,62796,63734,65835,66551,67364,66121,64576,62810,61045,60568
2020-10-15,56842,54798,53961,53544,53870,55309,57832,60611,63617,63191,62042,59963,56676,59258,61539,63224,66074,66762,67771,66518,64634,62877,61312,60685
2020-10-16,57213,55115,54078,53847,54207,55667,57977,61336,65792,66626,66446,65864,63602,65964,66459,66546,67261,66990,67349,65787,64149,62344,61139,60607
2020-10-17,57092,54850,53732,53174,53279,54147,54950,55298,55254,53937,53262,51836,50320,52026,53040,54405,56202,57492,59231,58899,58397,57717,56943,56695
2020-10-18,53428,51194,50039,49524,49623,50384,51105,50455,48637,46881,46686,45867,45544,46281,47433,49596,52521,54841,57239,57306,57037,56236,55401,54295
2020-10-19,51312,49482,48597,48401,49034,50991,54143,58118,61821,61503,60944,59490,56980,59687,61632,63301,65913,66708,67545,66350,64339,62531,60846,60438
2020-10-20,56887,54955,54015,53764,54313,55760,58395,61429,63892,62548,61243,59503,56751,59284,61228,63305,66303,66969,67824,66660,64737,62863,61311,60623
2020-10-21,57003,54949,54045,53776,54274,55649,58151,61758,65858,66853,66701,65958,64006,67056,67780,67212,68454,68305,68102,66714,64899,63088,61441,61340
2020-10-22,57745,55720,54456,54052,54549,55848,58473,61985,65990,66530,66003,64404,61410,63883,64931,65468,66602,67403,68374,67078,65129,63227,61534,60862
2020-10-23,57104,54946,54010,53726,54363,56002,58609,61494,63366,62267,61036,59239,56372,58640,60624,62639,65623,66705,67147,65761,64109,62517,61293,61053
2020-10-24,57530,55221,54200,53734,53828,54847,56071,56374,55467,53329,52926,51365,49370,50494,51833,53572,56161,57815,59213,58680,58415,57603,57066,57276
2020-10-25,54154,51829,50771,50129,50235,51114,51705,50927,48921,47078,47017,45850,45542,46871,49177,50780,52490,54954,57288,57208,57039,56430,55785,54862
2020-10-26,51872,50006,49126,48986,49810,51793,55083,58986,62268,61940,61203,59642,56789,59259,61480,63462,66025,66990,67680,66192,64343,62801,61316,60353
2020-10-27,56483,54463,53442,53182,53798,55568,58354,61588,65113,64562,62963,61066,58161,60542,62468,64254,66942,67300,67660,66204,64386,62598,61089,60202
2020-10-28,56278,54193,53225,52845,53307,54818,57634,61203,65438,65505,64219,61799,58401,60389,61923,63090,65452,66357,66752,65507,64049,62360,61059,60274
2020-10-29,56269,54262,53265,52897,53473,55052,57962,60976,63273,62648,62065,60390,57669,59910,61277,62950,65809,67219,67410,66125,64128,62449,61134,60062
2020-10-30,56325,54092,53101,52813,53438,55088,57869,61108,63484,62727,61615,59482,56567,59047,60841,62682,65388,66033,66037,64474,62839,61415,60282,59608
2020-10-31,55949,53593,52463,51960,52180,53167,54173,54654,54314,52880,52601,50922,49011,50650,52171,53355,55216,56567,57719,57124,56665,56082,55622,55360
2020-11-01,51904,49480,48176,47666,47982,48774,49434,49699,50255,51190,52329,52388,52245,52738,52996,53202,54102,55714,56822,56361,55830,55121,54754,53976
2020-11-02,50893,48748,47847,47685,48425,50484,53819,58391,63473,64151,62846,61019,57296,59832,61750,63555,66157,66451,66720,65469,63985,62229,60657,60383
2020-11-03,56596,54609,53638,53178,53947,55634,58545,62179,64822,64225,63691,62405,59812,63215,65081,66725,69183,69570,69416,67859,66334,64440,62782,62924
2020-11-04,59150,56833,55717,55305,55905,57665,60669,64382,67076,66288,65141,63020,59352,62169,63778,65783,68853,69231,69067,67578,66615,64959,63473,63222
2020-11-05,59452,57187,56130,55723,56206,57869,60781,64471,68115,67299,65871,63659,60433,63493,65622,67205,68907,68595,68380,67084,65360,63475,61899,61765
2020-11-06,58099,55680,54501,54231,54721,56335,59019,62839,68088,69596,69206,68361,65255,67748,68244,68235,68736,67672,66791,65287,64085,62541,60963,61182
2020-11-07,57481,55113,53821,53286,53489,54560,55619,56257,57142,56027,55195,53474,51003,52055,53080,54587,56496,57593,58540,58322,57948,57258,56781,56700
2020-11-08,53335,51061,49910,49469,49796,50842,51639,51188,49366,47277,46963,45841,44844,45364,46641,49299,52650,55628,57536,57435,57032,56664,56248,55501
2020-11-09,52328,50407,49535,49479,50364,52444,56293,61612,66009,66060,64830,62726,59621,62892,65062,67044,69999,69961,69117,67494,65731,63951,62206,62420
2020-11-10,58530,56299,55170,54934,55639,57530,60634,64510,67798,66946,65249,62849,59353,61940,63206,65191,68112,68323,68952,67860,66440,64643,62848,62820
2020-11-11,58873,56843,55762,55484,56316,57798,60740,64583,67954,67228,65637,63015,59294,61807,62787,64638,67313,67245,67672,66969,65874,64128,62588,62695
2020-11-12,59013,56678,55571,55343,56054,57643,60656,64525,67978,66851,64956,62401,58993,61572,62387,64341,66906,67156,68011,67064,65780,64012,62323,62153
2020-11-13,58616,56431,55325,55067,55626,57248,60072,63786,67692,67074,65424,63032,59402,61980,62860,65026,67340,67022,66709,65467,64299,62896,61581,61826
2020-11-14,58255,55952,54677,54104,54346,55422,56569,57295,57970,56105,54880,52828,50544,51796,53204,55389,57182,58218,58858,58485,58054,57451,57102,57131
2020-11-15,53936,51618,50419,49881,50248,51225,52208,51964,50839,48979,48763,47481,46697,47450,48475,50485,53236,55957,57555,57323,57124,56551,56156,55346
2020-11-16,52217,50220,49209,49135,49886,52140,55871,61186,66928,66924,65302,62828,59607,62712,64514,66242,68154,67884,67673,66259,64897,63099,61402,61775
2020-11-17,58055,55797,54897,54511,55184,56626,59350,63223,67910,68061,66961,65714,63193,66507,68048,68260,69082,68583,68016,66527,64986,63024,61575,61628
2020-11-18,57613,55393,54209,53827,54132,55752,58895,62506,67024,67832,67346,66310,63984,67298,68549,68813,69555,68401,67575,66201,64878,63358,61593,61502
2020-11-19,57481,55445,54392,54071,54622,56014,58850,62336,67788,69826,70028,69779,67965,70496,70905,70371,70738,69816,68676,67080,65448,63605,62108,62028
2020-11-20,58286,55932,54940,54638,55318,57082,60220,64289,70073,71394,70967,70200,67645,70450,71175,71183,71916,70966,69313,67623,66251,64517,63252,63719
2020-11-21,60072,57788,56492,55790,56111,57107,58421,59120,59188,57096,56763,55075,52916,54103,55587,57444,59032,59646,60121,59608,58878,58068,57709,58091
2020-11-22,54862,52508,51103,50463,50714,51545,52309,52341,53127,53559,54546,54732,54484,54816,54710,55122,56407,58376,59194,58831,58304,57493,57385,57182
2020-11-23,54302,52122,51167,50829,51746,54108,57937,63806,70760,71551,69799,67536,63936,66672,68256,70109,72887,73234,72060,70289,68542,66457,64751,64912
2020-11-24,61243,58858,57475,57077,57845,59273,62437,66893,73406,73988,72312,69564,65749,68530,69753,70653,73230,73792,72233,70518,68805,66438,64794,65282
2020-11-25,61566,59186,57977,57643,58196,59712,62742,67010,72051,71481,69586,66812,62963,65660,67378,69577,72888,72584,70666,68869,67656,65719,64370,64668
2020-11-26,61122,58872,57548,57236,57835,59264,62228,66607,73183,73798,71301,68395,64333,66741,68408,70395,72927,72830,71431,69799,67974,65490,64028,64174
2020-11-27,60338,58048,56867,56410,57087,58705,61515,65827,72130,73413,72444,71454,68108,71083,72015,72482,73588,72941,71523,69521,67695,65446,64195,64846
2020-11-28,61415,58931,57579,57042,57248,58264,59566,60823,61900,59835,59117,57780,55371,56636,58329,60669,62849,63816,63912,63132,62040,60722,60531,61151
2020-11-29,58029,55569,54050,53487,53870,54693,55477,55581,54945,53843,54405,53994,54169,54884,55586,56709,58659,61206,62162,61620,60869,59854,59764,59580
2020-11-30,56789,54718,53593,53277,53980,56097,59829,65873,73522,74526,73124,71043,67389,70460,72056,74016,77074,76284,74456,72338,69960,67337,66027,66391
2020-12-01,62744,60613,59527,59022,59678,61206,64371,69304,75401,75349,73454,70901,66706,69326,71464,73732,76210,76188,74408,72420,70032,67311,65722,66385
